solution,k,persona_id,term,score,count,lift,persona_nome_auto
granular_k10,10,granular_k10_p01,vendi,6.893179174348217,66,4.1520848054991,comparadora de marcas + guiada por marca e confiança
granular_k10,10,granular_k10_p01,reuniao,6.878319180850433,98,3.467704831069008,comparadora de marcas + guiada por marca e confiança
granular_k10,10,granular_k10_p01,falava,6.780922050706641,102,3.3191889877989817,comparadora de marcas + guiada por marca e confiança
granular_k10,10,granular_k10_p01,colonia,6.7480253057195725,66,3.977260182109664,comparadora de marcas + guiada por marca e confiança
granular_k10,10,granular_k10_p01,tem,6.735380169023611,2390,1.3768816959803751,comparadora de marcas + guiada por marca e confiança
granular_k10,10,granular_k10_p01,vendas,6.712612114117777,88,3.4614240699678036,comparadora de marcas + guiada por marca e confiança
granular_k10,10,granular_k10_p02,pues,16.685904741243345,1053,9.993237772306001,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,sea,14.804106838671347,1094,7.292261870644454,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,yo,14.446807913444161,1226,6.623495003068788,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,siento,13.494050708061458,479,7.896883438866598,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,entonces,13.077986924880088,522,7.079055546415641,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,creo,12.86618379551531,496,6.943228148344254,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,asi,12.84618798783678,474,7.038950423286029,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,piel,12.104230681044418,383,6.645405025371475,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,mi,12.086454885694867,805,5.086556171726732,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,producto,11.736020468719346,417,5.990166979128798,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,hace,11.7021146125022,341,6.4303193716485145,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,va,11.684884598790461,342,6.40099370287234,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,tambien,11.531954220113278,540,5.248759448309715,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,ahorita,11.420371353615407,116,10.002719022564357,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,mejor,11.394077884244368,236,7.034553140497782,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,mucho,11.255574226654096,276,6.398968058314843,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,bueno,11.234598348396242,486,5.143953710653475,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,yo creo,11.219692363694334,217,7.034170151351708,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,productos,11.14681380072917,219,6.898426912113349,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,bien,11.112690279273439,450,5.16158613178092,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,me hace,11.033875338555621,140,8.2963728363622,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,nombre,10.794830566666896,128,8.218794610896827,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,ejemplo,10.701890589818511,181,6.818332816879074,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,justo,10.585394160590942,117,8.196672532379125,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,luego,10.441178553654739,80,9.76168964852666,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,personas,10.42914139138143,111,8.11814877193629,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,pues yo,10.385715359565845,75,10.002719022564357,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,tengo,10.318154170604757,182,6.247432017506065,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,llama,10.278327563837966,112,7.795222410688085,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,dice,10.208644344783735,208,5.759141255415842,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,tienes,10.202460121045227,71,9.865695474310051,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,yo siento,10.132867030112507,95,8.207359198001523,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,su,10.086282344217341,116,7.314488285250186,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,estan,10.084943240156438,133,6.838593617467468,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p02,mex_0404_22h00_c_2540anos_competencia,10.047388787660807,65,10.002719022564357,consciente/natural/sustentável + cuidado pessoal e pele/corpo
granular_k10,10,granular_k10_p03,mae,11.035013227366154,340,5.633862240371065,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,maes,10.007283791426982,129,6.814059370214971,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,filho,9.934395765559442,148,6.281320427939199,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,aniversario,9.14503539381595,85,6.791695277922983,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,dia maes,9.030517425925135,87,6.5152890747517,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,sogra,8.812758795574055,41,9.567907032852144,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,roupa,8.247918882681772,86,5.339897781473366,social/familiar e influenciada por indicação + entusiasmada/encantada
granular_k10,10,granular_k10_p03,67,8.025937302034228,51,6.623558785671327,social/familiar e influenciada por indicação + entusiasmada/encantada
