termo,mean_tfidf
avon,0.005689820492304899
cada,0.005686740238899813
mundo,0.005675736142762132
algum,0.005663603239890342
creo,0.005642308283885995
compras,0.005600602228433919
passar,0.005587584723334227
corpo,0.005570623312896882
sabonete,0.005559682582879676
nesse,0.005558806736705987
vez,0.005515056218893425
sou nome,0.005501758851674398
creme,0.00547913655390358
gosta,0.005467767018723452
bom speaker,0.005462770468785874
arg,0.00544353127352409
natureza,0.005439850081120009
saber,0.0053872813538395166
estou,0.005378241854877912
cara,0.0053523960686865605
ficou,0.0053521798629818625
vende,0.005321781740559782
mesma,0.0053042149526564926
natura meeting,0.005277589214406639
estava,0.005242399504065096
speaker muito,0.005240887607616357
boa,0.005238082108540425
fosse,0.005230699705633132
mulher,0.005214366949039246
entender,0.005212655436045977
toda,0.0051860298955422445
impressao,0.005177454693966071
transmite,0.0051627314007705784
vender,0.005162349569032487
digitais,0.005137517918711756
cliente,0.0050930631861984986
verdade,0.0050896610426775105
title compras,0.005088957620926784
seja,0.005070639746561433
anos natura,0.005066214206469371
digitais meeting,0.005063038290164444
trabalho,0.005055390551611359
relacao,0.005054958813733802
compras digitais,0.0050398101945704175
dice,0.005015869145080392
pra gente,0.005013535280530037
imagem,0.004982846440135853
usa,0.004969779928357708
piel,0.004954732537641449
publicidad,0.004941874252450443
importante,0.004934063791819225
rosacea anos,0.0049271220401915245
download,0.004923886253450618
cheiro,0.004919758152094318
cabelo,0.0049041137084862374
idade anos,0.004888979648781529
alguem,0.004882300837813707
arg anos,0.004874388306609045
hace,0.004874265569443639
hora,0.004873366160107733
pedido,0.004868706949544198
tao,0.004868088782568273
speaker mais,0.0048602441960218035
perfumes,0.004855943807330113
rosacea arg,0.004849557896408344
precisa,0.00483597398729803
traz,0.004824602760618147
gostei,0.0048211267982735525
maes,0.004816911902386538
radiosa,0.004808525994343517
esses,0.004801119367304554
desse,0.004785562844602645
poder,0.004770350224689856
title radiosa,0.004766277605949361
dele,0.00475246660233575
preco,0.00473811412389769
nessa,0.004725203416926832
