metrica,valor
n_amostra,1500.0
similaridade_media,0.03519334956282179
similaridade_p50,0.02874679485284575
similaridade_p90,0.07391762264433563
similaridade_p95,0.09318541188295669
similaridade_p99,0.1464375112481433
