doc_id,chunk_index_a,chunk_index_b,chunk_id_a,chunk_id_b,jaccard_tokens_consecutivos,n_tokens_a,n_tokens_b
doc_012fe174842b390e,1,2,doc_012fe174842b390e_ch_0001,doc_012fe174842b390e_ch_0002,0.2167,68,78
doc_012fe174842b390e,2,3,doc_012fe174842b390e_ch_0002,doc_012fe174842b390e_ch_0003,0.2754,78,98
doc_012fe174842b390e,3,4,doc_012fe174842b390e_ch_0003,doc_012fe174842b390e_ch_0004,0.2254,98,76
doc_012fe174842b390e,4,5,doc_012fe174842b390e_ch_0004,doc_012fe174842b390e_ch_0005,0.2439,76,77
doc_012fe174842b390e,5,6,doc_012fe174842b390e_ch_0005,doc_012fe174842b390e_ch_0006,0.1913,77,60
doc_012fe174842b390e,6,7,doc_012fe174842b390e_ch_0006,doc_012fe174842b390e_ch_0007,0.1681,60,79
doc_012fe174842b390e,7,8,doc_012fe174842b390e_ch_0007,doc_012fe174842b390e_ch_0008,0.224,79,74
doc_012fe174842b390e,8,9,doc_012fe174842b390e_ch_0008,doc_012fe174842b390e_ch_0009,0.2647,74,98
doc_012fe174842b390e,9,10,doc_012fe174842b390e_ch_0009,doc_012fe174842b390e_ch_0010,0.1929,98,69
doc_012fe174842b390e,10,11,doc_012fe174842b390e_ch_0010,doc_012fe174842b390e_ch_0011,0.1951,69,78
doc_012fe174842b390e,11,12,doc_012fe174842b390e_ch_0011,doc_012fe174842b390e_ch_0012,0.2016,78,71
doc_012fe174842b390e,12,13,doc_012fe174842b390e_ch_0012,doc_012fe174842b390e_ch_0013,0.2389,71,69
doc_012fe174842b390e,13,14,doc_012fe174842b390e_ch_0013,doc_012fe174842b390e_ch_0014,0.1983,69,70
doc_012fe174842b390e,14,15,doc_012fe174842b390e_ch_0014,doc_012fe174842b390e_ch_0015,0.2,70,56
doc_012fe174842b390e,15,16,doc_012fe174842b390e_ch_0015,doc_012fe174842b390e_ch_0016,0.3056,56,85
doc_012fe174842b390e,16,17,doc_012fe174842b390e_ch_0016,doc_012fe174842b390e_ch_0017,0.2123,85,92
doc_012fe174842b390e,17,18,doc_012fe174842b390e_ch_0017,doc_012fe174842b390e_ch_0018,0.2803,92,77
doc_012fe174842b390e,18,19,doc_012fe174842b390e_ch_0018,doc_012fe174842b390e_ch_0019,0.3173,77,60
doc_012fe174842b390e,19,20,doc_012fe174842b390e_ch_0019,doc_012fe174842b390e_ch_0020,0.2083,60,85
doc_012fe174842b390e,20,21,doc_012fe174842b390e_ch_0020,doc_012fe174842b390e_ch_0021,0.2409,85,85
doc_012fe174842b390e,21,22,doc_012fe174842b390e_ch_0021,doc_012fe174842b390e_ch_0022,0.2558,85,77
doc_012fe174842b390e,22,23,doc_012fe174842b390e_ch_0022,doc_012fe174842b390e_ch_0023,0.2566,77,65
doc_012fe174842b390e,23,24,doc_012fe174842b390e_ch_0023,doc_012fe174842b390e_ch_0024,0.2885,65,69
doc_012fe174842b390e,24,25,doc_012fe174842b390e_ch_0024,doc_012fe174842b390e_ch_0025,0.3158,69,81
doc_012fe174842b390e,25,26,doc_012fe174842b390e_ch_0025,doc_012fe174842b390e_ch_0026,0.3008,81,79
doc_012fe174842b390e,26,27,doc_012fe174842b390e_ch_0026,doc_012fe174842b390e_ch_0027,0.1971,79,85
doc_012fe174842b390e,27,28,doc_012fe174842b390e_ch_0027,doc_012fe174842b390e_ch_0028,0.2656,85,77
doc_012fe174842b390e,28,29,doc_012fe174842b390e_ch_0028,doc_012fe174842b390e_ch_0029,0.1512,77,22
doc_02c37e00145d9a32,1,2,doc_02c37e00145d9a32_ch_0001,doc_02c37e00145d9a32_ch_0002,0.2291,114,106
doc_02c37e00145d9a32,2,3,doc_02c37e00145d9a32_ch_0002,doc_02c37e00145d9a32_ch_0003,0.1953,106,96
doc_02c37e00145d9a32,3,4,doc_02c37e00145d9a32_ch_0003,doc_02c37e00145d9a32_ch_0004,0.1859,96,89
doc_02c37e00145d9a32,4,5,doc_02c37e00145d9a32_ch_0004,doc_02c37e00145d9a32_ch_0005,0.2245,89,91
doc_02c37e00145d9a32,5,6,doc_02c37e00145d9a32_ch_0005,doc_02c37e00145d9a32_ch_0006,0.3383,91,87
doc_02c37e00145d9a32,6,7,doc_02c37e00145d9a32_ch_0006,doc_02c37e00145d9a32_ch_0007,0.2556,87,80
doc_02c37e00145d9a32,7,8,doc_02c37e00145d9a32_ch_0007,doc_02c37e00145d9a32_ch_0008,0.2188,80,76
doc_02c37e00145d9a32,8,9,doc_02c37e00145d9a32_ch_0008,doc_02c37e00145d9a32_ch_0009,0.2893,76,80
doc_02c37e00145d9a32,9,10,doc_02c37e00145d9a32_ch_0009,doc_02c37e00145d9a32_ch_0010,0.292,80,66
doc_02c37e00145d9a32,10,11,doc_02c37e00145d9a32_ch_0010,doc_02c37e00145d9a32_ch_0011,0.2773,66,86
doc_02c37e00145d9a32,11,12,doc_02c37e00145d9a32_ch_0011,doc_02c37e00145d9a32_ch_0012,0.3008,86,87
doc_02c37e00145d9a32,12,13,doc_02c37e00145d9a32_ch_0012,doc_02c37e00145d9a32_ch_0013,0.2431,87,92
doc_02c37e00145d9a32,13,14,doc_02c37e00145d9a32_ch_0013,doc_02c37e00145d9a32_ch_0014,0.2397,92,89
doc_02c37e00145d9a32,14,15,doc_02c37e00145d9a32_ch_0014,doc_02c37e00145d9a32_ch_0015,0.2639,89,93
doc_02c37e00145d9a32,15,16,doc_02c37e00145d9a32_ch_0015,doc_02c37e00145d9a32_ch_0016,0.229,93,68
doc_02c37e00145d9a32,16,17,doc_02c37e00145d9a32_ch_0016,doc_02c37e00145d9a32_ch_0017,0.2787,68,88
doc_02c37e00145d9a32,17,18,doc_02c37e00145d9a32_ch_0017,doc_02c37e00145d9a32_ch_0018,0.2645,88,65
doc_02c37e00145d9a32,18,19,doc_02c37e00145d9a32_ch_0018,doc_02c37e00145d9a32_ch_0019,0.2636,65,98
doc_02c37e00145d9a32,19,20,doc_02c37e00145d9a32_ch_0019,doc_02c37e00145d9a32_ch_0020,0.3411,98,75
doc_02c37e00145d9a32,20,21,doc_02c37e00145d9a32_ch_0020,doc_02c37e00145d9a32_ch_0021,0.3083,75,82
doc_02c37e00145d9a32,21,22,doc_02c37e00145d9a32_ch_0021,doc_02c37e00145d9a32_ch_0022,0.3254,82,85
doc_02c37e00145d9a32,22,23,doc_02c37e00145d9a32_ch_0022,doc_02c37e00145d9a32_ch_0023,0.2555,85,87
doc_02c37e00145d9a32,23,24,doc_02c37e00145d9a32_ch_0023,doc_02c37e00145d9a32_ch_0024,0.3387,87,79
doc_02c37e00145d9a32,24,25,doc_02c37e00145d9a32_ch_0024,doc_02c37e00145d9a32_ch_0025,0.3051,79,75
doc_02c37e00145d9a32,25,26,doc_02c37e00145d9a32_ch_0025,doc_02c37e00145d9a32_ch_0026,0.3455,75,73
doc_02c37e00145d9a32,26,27,doc_02c37e00145d9a32_ch_0026,doc_02c37e00145d9a32_ch_0027,0.2721,73,100
doc_02c37e00145d9a32,27,28,doc_02c37e00145d9a32_ch_0027,doc_02c37e00145d9a32_ch_0028,0.2484,100,91
doc_02c37e00145d9a32,28,29,doc_02c37e00145d9a32_ch_0028,doc_02c37e00145d9a32_ch_0029,0.2662,91,85
doc_02c37e00145d9a32,29,30,doc_02c37e00145d9a32_ch_0029,doc_02c37e00145d9a32_ch_0030,0.3284,85,93
doc_02c37e00145d9a32,30,31,doc_02c37e00145d9a32_ch_0030,doc_02c37e00145d9a32_ch_0031,0.2482,93,78
doc_02c37e00145d9a32,31,32,doc_02c37e00145d9a32_ch_0031,doc_02c37e00145d9a32_ch_0032,0.2028,78,94
doc_02c37e00145d9a32,32,33,doc_02c37e00145d9a32_ch_0032,doc_02c37e00145d9a32_ch_0033,0.2365,94,89
doc_02c37e00145d9a32,33,34,doc_02c37e00145d9a32_ch_0033,doc_02c37e00145d9a32_ch_0034,0.3071,89,77
doc_02c37e00145d9a32,34,35,doc_02c37e00145d9a32_ch_0034,doc_02c37e00145d9a32_ch_0035,0.2256,77,86
doc_02c37e00145d9a32,35,36,doc_02c37e00145d9a32_ch_0035,doc_02c37e00145d9a32_ch_0036,0.3967,86,83
doc_02c37e00145d9a32,36,37,doc_02c37e00145d9a32_ch_0036,doc_02c37e00145d9a32_ch_0037,0.2932,83,89
doc_02c37e00145d9a32,37,38,doc_02c37e00145d9a32_ch_0037,doc_02c37e00145d9a32_ch_0038,0.2405,89,107
doc_02c37e00145d9a32,38,39,doc_02c37e00145d9a32_ch_0038,doc_02c37e00145d9a32_ch_0039,0.2288,107,81
doc_02c37e00145d9a32,39,40,doc_02c37e00145d9a32_ch_0039,doc_02c37e00145d9a32_ch_0040,0.2826,81,96
doc_02c37e00145d9a32,40,41,doc_02c37e00145d9a32_ch_0040,doc_02c37e00145d9a32_ch_0041,0.3259,96,83
doc_02c37e00145d9a32,41,42,doc_02c37e00145d9a32_ch_0041,doc_02c37e00145d9a32_ch_0042,0.25,83,67
doc_02c37e00145d9a32,42,43,doc_02c37e00145d9a32_ch_0042,doc_02c37e00145d9a32_ch_0043,0.2033,67,81
doc_02c37e00145d9a32,43,44,doc_02c37e00145d9a32_ch_0043,doc_02c37e00145d9a32_ch_0044,0.3333,81,75
doc_02c37e00145d9a32,44,45,doc_02c37e00145d9a32_ch_0044,doc_02c37e00145d9a32_ch_0045,0.375,75,68
doc_02c37e00145d9a32,45,46,doc_02c37e00145d9a32_ch_0045,doc_02c37e00145d9a32_ch_0046,0.2593,68,68
doc_02c37e00145d9a32,46,47,doc_02c37e00145d9a32_ch_0046,doc_02c37e00145d9a32_ch_0047,0.2883,68,75
doc_02c37e00145d9a32,47,48,doc_02c37e00145d9a32_ch_0047,doc_02c37e00145d9a32_ch_0048,0.2683,75,81
doc_02c37e00145d9a32,48,49,doc_02c37e00145d9a32_ch_0048,doc_02c37e00145d9a32_ch_0049,0.3016,81,83
doc_02c37e00145d9a32,49,50,doc_02c37e00145d9a32_ch_0049,doc_02c37e00145d9a32_ch_0050,0.2692,83,82
doc_02c37e00145d9a32,50,51,doc_02c37e00145d9a32_ch_0050,doc_02c37e00145d9a32_ch_0051,0.3214,82,66
doc_02c37e00145d9a32,51,52,doc_02c37e00145d9a32_ch_0051,doc_02c37e00145d9a32_ch_0052,0.3611,66,81
doc_02c37e00145d9a32,52,53,doc_02c37e00145d9a32_ch_0052,doc_02c37e00145d9a32_ch_0053,0.2366,81,81
doc_02c37e00145d9a32,53,54,doc_02c37e00145d9a32_ch_0053,doc_02c37e00145d9a32_ch_0054,0.2556,81,86
doc_02c37e00145d9a32,54,55,doc_02c37e00145d9a32_ch_0054,doc_02c37e00145d9a32_ch_0055,0.3248,86,69
doc_02c37e00145d9a32,55,56,doc_02c37e00145d9a32_ch_0055,doc_02c37e00145d9a32_ch_0056,0.313,69,82
doc_02c37e00145d9a32,56,57,doc_02c37e00145d9a32_ch_0056,doc_02c37e00145d9a32_ch_0057,0.1788,82,96
doc_02c37e00145d9a32,57,58,doc_02c37e00145d9a32_ch_0057,doc_02c37e00145d9a32_ch_0058,0.274,96,90
doc_02c37e00145d9a32,58,59,doc_02c37e00145d9a32_ch_0058,doc_02c37e00145d9a32_ch_0059,0.2138,90,86
doc_02c37e00145d9a32,59,60,doc_02c37e00145d9a32_ch_0059,doc_02c37e00145d9a32_ch_0060,0.313,86,86
doc_02c37e00145d9a32,60,61,doc_02c37e00145d9a32_ch_0060,doc_02c37e00145d9a32_ch_0061,0.2349,86,98
doc_02c37e00145d9a32,61,62,doc_02c37e00145d9a32_ch_0061,doc_02c37e00145d9a32_ch_0062,0.2945,98,91
doc_02c37e00145d9a32,62,63,doc_02c37e00145d9a32_ch_0062,doc_02c37e00145d9a32_ch_0063,0.2806,91,87
doc_02c37e00145d9a32,63,64,doc_02c37e00145d9a32_ch_0063,doc_02c37e00145d9a32_ch_0064,0.2247,87,22
doc_047d9aa2d7261b26,1,2,doc_047d9aa2d7261b26_ch_0001,doc_047d9aa2d7261b26_ch_0002,0.2381,94,88
doc_047d9aa2d7261b26,2,3,doc_047d9aa2d7261b26_ch_0002,doc_047d9aa2d7261b26_ch_0003,0.2115,88,101
doc_047d9aa2d7261b26,3,4,doc_047d9aa2d7261b26_ch_0003,doc_047d9aa2d7261b26_ch_0004,0.2593,101,103
doc_047d9aa2d7261b26,4,5,doc_047d9aa2d7261b26_ch_0004,doc_047d9aa2d7261b26_ch_0005,0.1724,103,67
doc_047d9aa2d7261b26,5,6,doc_047d9aa2d7261b26_ch_0005,doc_047d9aa2d7261b26_ch_0006,0.2673,67,61
doc_047d9aa2d7261b26,6,7,doc_047d9aa2d7261b26_ch_0006,doc_047d9aa2d7261b26_ch_0007,0.3765,61,56
doc_047d9aa2d7261b26,7,8,doc_047d9aa2d7261b26_ch_0007,doc_047d9aa2d7261b26_ch_0008,0.3265,56,74
doc_047d9aa2d7261b26,8,9,doc_047d9aa2d7261b26_ch_0008,doc_047d9aa2d7261b26_ch_0009,0.2632,74,70
doc_047d9aa2d7261b26,9,10,doc_047d9aa2d7261b26_ch_0009,doc_047d9aa2d7261b26_ch_0010,0.2458,70,77
doc_047d9aa2d7261b26,10,11,doc_047d9aa2d7261b26_ch_0010,doc_047d9aa2d7261b26_ch_0011,0.296,77,85
doc_047d9aa2d7261b26,11,12,doc_047d9aa2d7261b26_ch_0011,doc_047d9aa2d7261b26_ch_0012,0.25,85,95
doc_047d9aa2d7261b26,12,13,doc_047d9aa2d7261b26_ch_0012,doc_047d9aa2d7261b26_ch_0013,0.2129,95,93
doc_047d9aa2d7261b26,13,14,doc_047d9aa2d7261b26_ch_0013,doc_047d9aa2d7261b26_ch_0014,0.2483,93,88
doc_047d9aa2d7261b26,14,15,doc_047d9aa2d7261b26_ch_0014,doc_047d9aa2d7261b26_ch_0015,0.2252,88,97
doc_047d9aa2d7261b26,15,16,doc_047d9aa2d7261b26_ch_0015,doc_047d9aa2d7261b26_ch_0016,0.2418,97,93
doc_047d9aa2d7261b26,16,17,doc_047d9aa2d7261b26_ch_0016,doc_047d9aa2d7261b26_ch_0017,0.2353,93,75
doc_047d9aa2d7261b26,17,18,doc_047d9aa2d7261b26_ch_0017,doc_047d9aa2d7261b26_ch_0018,0.2672,75,91
doc_047d9aa2d7261b26,18,19,doc_047d9aa2d7261b26_ch_0018,doc_047d9aa2d7261b26_ch_0019,0.1778,91,68
doc_047d9aa2d7261b26,19,20,doc_047d9aa2d7261b26_ch_0019,doc_047d9aa2d7261b26_ch_0020,0.2174,68,72
doc_047d9aa2d7261b26,20,21,doc_047d9aa2d7261b26_ch_0020,doc_047d9aa2d7261b26_ch_0021,0.2091,72,61
doc_047d9aa2d7261b26,21,22,doc_047d9aa2d7261b26_ch_0021,doc_047d9aa2d7261b26_ch_0022,0.2222,61,49
doc_047d9aa2d7261b26,22,23,doc_047d9aa2d7261b26_ch_0022,doc_047d9aa2d7261b26_ch_0023,0.1884,49,33
doc_047d9aa2d7261b26,23,24,doc_047d9aa2d7261b26_ch_0023,doc_047d9aa2d7261b26_ch_0024,0.25,33,57
doc_047d9aa2d7261b26,24,25,doc_047d9aa2d7261b26_ch_0024,doc_047d9aa2d7261b26_ch_0025,0.2857,57,78
doc_047d9aa2d7261b26,25,26,doc_047d9aa2d7261b26_ch_0025,doc_047d9aa2d7261b26_ch_0026,0.3125,78,69
doc_047d9aa2d7261b26,26,27,doc_047d9aa2d7261b26_ch_0026,doc_047d9aa2d7261b26_ch_0027,0.2087,69,70
doc_047d9aa2d7261b26,27,28,doc_047d9aa2d7261b26_ch_0027,doc_047d9aa2d7261b26_ch_0028,0.2719,70,75
doc_047d9aa2d7261b26,28,29,doc_047d9aa2d7261b26_ch_0028,doc_047d9aa2d7261b26_ch_0029,0.2302,75,80
doc_047d9aa2d7261b26,29,30,doc_047d9aa2d7261b26_ch_0029,doc_047d9aa2d7261b26_ch_0030,0.28,80,80
doc_047d9aa2d7261b26,30,31,doc_047d9aa2d7261b26_ch_0030,doc_047d9aa2d7261b26_ch_0031,0.2727,80,74
doc_047d9aa2d7261b26,31,32,doc_047d9aa2d7261b26_ch_0031,doc_047d9aa2d7261b26_ch_0032,0.1837,74,100
doc_047d9aa2d7261b26,32,33,doc_047d9aa2d7261b26_ch_0032,doc_047d9aa2d7261b26_ch_0033,0.2194,100,89
doc_047d9aa2d7261b26,33,34,doc_047d9aa2d7261b26_ch_0033,doc_047d9aa2d7261b26_ch_0034,0.2339,89,64
doc_047d9aa2d7261b26,34,35,doc_047d9aa2d7261b26_ch_0034,doc_047d9aa2d7261b26_ch_0035,0.1818,64,79
doc_047d9aa2d7261b26,35,36,doc_047d9aa2d7261b26_ch_0035,doc_047d9aa2d7261b26_ch_0036,0.2655,79,64
doc_047d9aa2d7261b26,36,37,doc_047d9aa2d7261b26_ch_0036,doc_047d9aa2d7261b26_ch_0037,0.2542,64,84
doc_047d9aa2d7261b26,37,38,doc_047d9aa2d7261b26_ch_0037,doc_047d9aa2d7261b26_ch_0038,0.2712,84,66
doc_047d9aa2d7261b26,38,39,doc_047d9aa2d7261b26_ch_0038,doc_047d9aa2d7261b26_ch_0039,0.2149,66,81
doc_047d9aa2d7261b26,39,40,doc_047d9aa2d7261b26_ch_0039,doc_047d9aa2d7261b26_ch_0040,0.24,81,74
doc_047d9aa2d7261b26,40,41,doc_047d9aa2d7261b26_ch_0040,doc_047d9aa2d7261b26_ch_0041,0.2373,74,72
doc_047d9aa2d7261b26,41,42,doc_047d9aa2d7261b26_ch_0041,doc_047d9aa2d7261b26_ch_0042,0.2481,72,94
doc_047d9aa2d7261b26,42,43,doc_047d9aa2d7261b26_ch_0042,doc_047d9aa2d7261b26_ch_0043,0.2463,94,73
doc_047d9aa2d7261b26,43,44,doc_047d9aa2d7261b26_ch_0043,doc_047d9aa2d7261b26_ch_0044,0.1419,73,104
doc_047d9aa2d7261b26,44,45,doc_047d9aa2d7261b26_ch_0044,doc_047d9aa2d7261b26_ch_0045,0.2887,104,79
doc_047d9aa2d7261b26,45,46,doc_047d9aa2d7261b26_ch_0045,doc_047d9aa2d7261b26_ch_0046,0.2602,79,76
doc_047d9aa2d7261b26,46,47,doc_047d9aa2d7261b26_ch_0046,doc_047d9aa2d7261b26_ch_0047,0.2759,76,72
doc_047d9aa2d7261b26,47,48,doc_047d9aa2d7261b26_ch_0047,doc_047d9aa2d7261b26_ch_0048,0.2074,72,91
doc_047d9aa2d7261b26,48,49,doc_047d9aa2d7261b26_ch_0048,doc_047d9aa2d7261b26_ch_0049,0.2148,91,73
doc_047d9aa2d7261b26,49,50,doc_047d9aa2d7261b26_ch_0049,doc_047d9aa2d7261b26_ch_0050,0.2773,73,79
doc_047d9aa2d7261b26,50,51,doc_047d9aa2d7261b26_ch_0050,doc_047d9aa2d7261b26_ch_0051,0.2707,79,90
doc_047d9aa2d7261b26,51,52,doc_047d9aa2d7261b26_ch_0051,doc_047d9aa2d7261b26_ch_0052,0.3359,90,81
doc_047d9aa2d7261b26,52,53,doc_047d9aa2d7261b26_ch_0052,doc_047d9aa2d7261b26_ch_0053,0.2893,81,75
doc_047d9aa2d7261b26,53,54,doc_047d9aa2d7261b26_ch_0053,doc_047d9aa2d7261b26_ch_0054,0.2381,75,81
doc_047d9aa2d7261b26,54,55,doc_047d9aa2d7261b26_ch_0054,doc_047d9aa2d7261b26_ch_0055,0.3259,81,98
doc_047d9aa2d7261b26,55,56,doc_047d9aa2d7261b26_ch_0055,doc_047d9aa2d7261b26_ch_0056,0.2465,98,79
doc_047d9aa2d7261b26,56,57,doc_047d9aa2d7261b26_ch_0056,doc_047d9aa2d7261b26_ch_0057,0.3153,79,67
doc_047d9aa2d7261b26,57,58,doc_047d9aa2d7261b26_ch_0057,doc_047d9aa2d7261b26_ch_0058,0.2211,67,49
doc_047d9aa2d7261b26,58,59,doc_047d9aa2d7261b26_ch_0058,doc_047d9aa2d7261b26_ch_0059,0.1852,49,15
doc_047d9aa2d7261b26,59,60,doc_047d9aa2d7261b26_ch_0059,doc_047d9aa2d7261b26_ch_0060,0.2174,15,69
doc_047d9aa2d7261b26,60,61,doc_047d9aa2d7261b26_ch_0060,doc_047d9aa2d7261b26_ch_0061,0.2609,69,76
doc_047d9aa2d7261b26,61,62,doc_047d9aa2d7261b26_ch_0061,doc_047d9aa2d7261b26_ch_0062,0.265,76,72
doc_047d9aa2d7261b26,62,63,doc_047d9aa2d7261b26_ch_0062,doc_047d9aa2d7261b26_ch_0063,0.2752,72,67
doc_047d9aa2d7261b26,63,64,doc_047d9aa2d7261b26_ch_0063,doc_047d9aa2d7261b26_ch_0064,0.2885,67,67
doc_047d9aa2d7261b26,64,65,doc_047d9aa2d7261b26_ch_0064,doc_047d9aa2d7261b26_ch_0065,0.321,67,40
doc_047d9aa2d7261b26,65,66,doc_047d9aa2d7261b26_ch_0065,doc_047d9aa2d7261b26_ch_0066,0.2203,40,32
doc_047d9aa2d7261b26,66,67,doc_047d9aa2d7261b26_ch_0066,doc_047d9aa2d7261b26_ch_0067,0.25,32,88
doc_047d9aa2d7261b26,67,68,doc_047d9aa2d7261b26_ch_0067,doc_047d9aa2d7261b26_ch_0068,0.226,88,91
doc_047d9aa2d7261b26,68,69,doc_047d9aa2d7261b26_ch_0068,doc_047d9aa2d7261b26_ch_0069,0.2945,91,98
doc_047d9aa2d7261b26,69,70,doc_047d9aa2d7261b26_ch_0069,doc_047d9aa2d7261b26_ch_0070,0.2603,98,86
doc_047d9aa2d7261b26,70,71,doc_047d9aa2d7261b26_ch_0070,doc_047d9aa2d7261b26_ch_0071,0.3613,86,76
doc_047d9aa2d7261b26,71,72,doc_047d9aa2d7261b26_ch_0071,doc_047d9aa2d7261b26_ch_0072,0.2946,76,91
doc_047d9aa2d7261b26,72,73,doc_047d9aa2d7261b26_ch_0072,doc_047d9aa2d7261b26_ch_0073,0.2606,91,88
doc_047d9aa2d7261b26,73,74,doc_047d9aa2d7261b26_ch_0073,doc_047d9aa2d7261b26_ch_0074,0.2677,88,73
doc_047d9aa2d7261b26,74,75,doc_047d9aa2d7261b26_ch_0074,doc_047d9aa2d7261b26_ch_0075,0.2596,73,58
doc_047d9aa2d7261b26,75,76,doc_047d9aa2d7261b26_ch_0075,doc_047d9aa2d7261b26_ch_0076,0.1782,58,61
doc_047d9aa2d7261b26,76,77,doc_047d9aa2d7261b26_ch_0076,doc_047d9aa2d7261b26_ch_0077,0.2177,61,90
doc_047d9aa2d7261b26,77,78,doc_047d9aa2d7261b26_ch_0077,doc_047d9aa2d7261b26_ch_0078,0.1912,90,72
doc_047d9aa2d7261b26,78,79,doc_047d9aa2d7261b26_ch_0078,doc_047d9aa2d7261b26_ch_0079,0.2358,72,80
doc_047d9aa2d7261b26,79,80,doc_047d9aa2d7261b26_ch_0079,doc_047d9aa2d7261b26_ch_0080,0.3,80,76
doc_047d9aa2d7261b26,80,81,doc_047d9aa2d7261b26_ch_0080,doc_047d9aa2d7261b26_ch_0081,0.243,76,57
doc_047d9aa2d7261b26,81,82,doc_047d9aa2d7261b26_ch_0081,doc_047d9aa2d7261b26_ch_0082,0.266,57,62
doc_047d9aa2d7261b26,82,83,doc_047d9aa2d7261b26_ch_0082,doc_047d9aa2d7261b26_ch_0083,0.1959,62,54
doc_047d9aa2d7261b26,83,84,doc_047d9aa2d7261b26_ch_0083,doc_047d9aa2d7261b26_ch_0084,0.2588,54,53
doc_047d9aa2d7261b26,84,85,doc_047d9aa2d7261b26_ch_0084,doc_047d9aa2d7261b26_ch_0085,0.2745,53,77
doc_047d9aa2d7261b26,85,86,doc_047d9aa2d7261b26_ch_0085,doc_047d9aa2d7261b26_ch_0086,0.2015,77,84
doc_047d9aa2d7261b26,86,87,doc_047d9aa2d7261b26_ch_0086,doc_047d9aa2d7261b26_ch_0087,0.2258,84,68
doc_047d9aa2d7261b26,87,88,doc_047d9aa2d7261b26_ch_0087,doc_047d9aa2d7261b26_ch_0088,0.1835,68,61
doc_047d9aa2d7261b26,88,89,doc_047d9aa2d7261b26_ch_0088,doc_047d9aa2d7261b26_ch_0089,0.3125,61,65
doc_047d9aa2d7261b26,89,90,doc_047d9aa2d7261b26_ch_0089,doc_047d9aa2d7261b26_ch_0090,0.3,65,65
doc_047d9aa2d7261b26,90,91,doc_047d9aa2d7261b26_ch_0090,doc_047d9aa2d7261b26_ch_0091,0.2202,65,68
doc_047d9aa2d7261b26,91,92,doc_047d9aa2d7261b26_ch_0091,doc_047d9aa2d7261b26_ch_0092,0.2478,68,73
doc_047d9aa2d7261b26,92,93,doc_047d9aa2d7261b26_ch_0092,doc_047d9aa2d7261b26_ch_0093,0.2857,73,80
doc_047d9aa2d7261b26,93,94,doc_047d9aa2d7261b26_ch_0093,doc_047d9aa2d7261b26_ch_0094,0.2797,80,71
doc_047d9aa2d7261b26,94,95,doc_047d9aa2d7261b26_ch_0094,doc_047d9aa2d7261b26_ch_0095,0.2718,71,60
doc_047d9aa2d7261b26,95,96,doc_047d9aa2d7261b26_ch_0095,doc_047d9aa2d7261b26_ch_0096,0.3093,60,67
doc_047d9aa2d7261b26,96,97,doc_047d9aa2d7261b26_ch_0096,doc_047d9aa2d7261b26_ch_0097,0.2752,67,72
doc_047d9aa2d7261b26,97,98,doc_047d9aa2d7261b26_ch_0097,doc_047d9aa2d7261b26_ch_0098,0.2319,72,98
doc_047d9aa2d7261b26,98,99,doc_047d9aa2d7261b26_ch_0098,doc_047d9aa2d7261b26_ch_0099,0.2053,98,84
doc_047d9aa2d7261b26,99,100,doc_047d9aa2d7261b26_ch_0099,doc_047d9aa2d7261b26_ch_0100,0.2556,84,29
doc_047d9aa2d7261b26,100,101,doc_047d9aa2d7261b26_ch_0100,doc_047d9aa2d7261b26_ch_0101,0.2807,29,44
doc_047d9aa2d7261b26,101,102,doc_047d9aa2d7261b26_ch_0101,doc_047d9aa2d7261b26_ch_0102,0.3281,44,41
doc_047d9aa2d7261b26,102,103,doc_047d9aa2d7261b26_ch_0102,doc_047d9aa2d7261b26_ch_0103,0.1494,41,59
doc_047d9aa2d7261b26,103,104,doc_047d9aa2d7261b26_ch_0103,doc_047d9aa2d7261b26_ch_0104,0.1721,59,84
doc_047d9aa2d7261b26,104,105,doc_047d9aa2d7261b26_ch_0104,doc_047d9aa2d7261b26_ch_0105,0.3226,84,80
doc_047d9aa2d7261b26,105,106,doc_047d9aa2d7261b26_ch_0105,doc_047d9aa2d7261b26_ch_0106,0.2419,80,74
doc_047d9aa2d7261b26,106,107,doc_047d9aa2d7261b26_ch_0106,doc_047d9aa2d7261b26_ch_0107,0.2326,74,85
doc_047d9aa2d7261b26,107,108,doc_047d9aa2d7261b26_ch_0107,doc_047d9aa2d7261b26_ch_0108,0.2636,85,78
doc_047d9aa2d7261b26,108,109,doc_047d9aa2d7261b26_ch_0108,doc_047d9aa2d7261b26_ch_0109,0.3036,78,68
doc_047d9aa2d7261b26,109,110,doc_047d9aa2d7261b26_ch_0109,doc_047d9aa2d7261b26_ch_0110,0.2844,68,72
doc_047d9aa2d7261b26,110,111,doc_047d9aa2d7261b26_ch_0110,doc_047d9aa2d7261b26_ch_0111,0.2407,72,62
doc_047d9aa2d7261b26,111,112,doc_047d9aa2d7261b26_ch_0111,doc_047d9aa2d7261b26_ch_0112,0.3163,62,67
doc_047d9aa2d7261b26,112,113,doc_047d9aa2d7261b26_ch_0112,doc_047d9aa2d7261b26_ch_0113,0.2294,67,67
doc_047d9aa2d7261b26,113,114,doc_047d9aa2d7261b26_ch_0113,doc_047d9aa2d7261b26_ch_0114,0.29,67,62
doc_047d9aa2d7261b26,114,115,doc_047d9aa2d7261b26_ch_0114,doc_047d9aa2d7261b26_ch_0115,0.2252,62,74
