doc_id,chunk_index_a,chunk_index_b,chunk_id_a,chunk_id_b,jaccard_tokens_consecutivos,n_tokens_a,n_tokens_b
doc_d61537ccd540a8ec,31,32,doc_d61537ccd540a8ec_ch_0031,doc_d61537ccd540a8ec_ch_0032,0.2199,93,79
doc_d61537ccd540a8ec,32,33,doc_d61537ccd540a8ec_ch_0032,doc_d61537ccd540a8ec_ch_0033,0.3684,79,77
doc_d61537ccd540a8ec,33,34,doc_d61537ccd540a8ec_ch_0033,doc_d61537ccd540a8ec_ch_0034,0.2171,77,80
doc_d61537ccd540a8ec,34,35,doc_d61537ccd540a8ec_ch_0034,doc_d61537ccd540a8ec_ch_0035,0.2689,80,71
doc_d61537ccd540a8ec,35,36,doc_d61537ccd540a8ec_ch_0035,doc_d61537ccd540a8ec_ch_0036,0.1855,71,76
doc_d61537ccd540a8ec,36,37,doc_d61537ccd540a8ec_ch_0036,doc_d61537ccd540a8ec_ch_0037,0.234,76,98
doc_d61537ccd540a8ec,37,38,doc_d61537ccd540a8ec_ch_0037,doc_d61537ccd540a8ec_ch_0038,0.236,98,101
doc_d61537ccd540a8ec,38,39,doc_d61537ccd540a8ec_ch_0038,doc_d61537ccd540a8ec_ch_0039,0.2403,101,90
doc_d61537ccd540a8ec,39,40,doc_d61537ccd540a8ec_ch_0039,doc_d61537ccd540a8ec_ch_0040,0.2333,90,95
doc_d61537ccd540a8ec,40,41,doc_d61537ccd540a8ec_ch_0040,doc_d61537ccd540a8ec_ch_0041,0.2403,95,96
doc_d61537ccd540a8ec,41,42,doc_d61537ccd540a8ec_ch_0041,doc_d61537ccd540a8ec_ch_0042,0.2185,96,88
doc_d61537ccd540a8ec,42,43,doc_d61537ccd540a8ec_ch_0042,doc_d61537ccd540a8ec_ch_0043,0.2254,88,86
doc_d61537ccd540a8ec,43,44,doc_d61537ccd540a8ec_ch_0043,doc_d61537ccd540a8ec_ch_0044,0.1986,86,83
doc_d61537ccd540a8ec,44,45,doc_d61537ccd540a8ec_ch_0044,doc_d61537ccd540a8ec_ch_0045,0.2787,83,73
doc_d61537ccd540a8ec,45,46,doc_d61537ccd540a8ec_ch_0045,doc_d61537ccd540a8ec_ch_0046,0.2743,73,71
doc_d61537ccd540a8ec,46,47,doc_d61537ccd540a8ec_ch_0046,doc_d61537ccd540a8ec_ch_0047,0.211,71,61
doc_d61537ccd540a8ec,47,48,doc_d61537ccd540a8ec_ch_0047,doc_d61537ccd540a8ec_ch_0048,0.2203,61,83
doc_d61537ccd540a8ec,48,49,doc_d61537ccd540a8ec_ch_0048,doc_d61537ccd540a8ec_ch_0049,0.1973,83,93
doc_d61537ccd540a8ec,49,50,doc_d61537ccd540a8ec_ch_0049,doc_d61537ccd540a8ec_ch_0050,0.2368,93,95
doc_d61537ccd540a8ec,50,51,doc_d61537ccd540a8ec_ch_0050,doc_d61537ccd540a8ec_ch_0051,0.2727,95,87
doc_d61537ccd540a8ec,51,52,doc_d61537ccd540a8ec_ch_0051,doc_d61537ccd540a8ec_ch_0052,0.3016,87,77
doc_d61537ccd540a8ec,52,53,doc_d61537ccd540a8ec_ch_0052,doc_d61537ccd540a8ec_ch_0053,0.2578,77,84
doc_d61537ccd540a8ec,53,54,doc_d61537ccd540a8ec_ch_0053,doc_d61537ccd540a8ec_ch_0054,0.2463,84,83
doc_d61537ccd540a8ec,54,55,doc_d61537ccd540a8ec_ch_0054,doc_d61537ccd540a8ec_ch_0055,0.287,83,65
doc_d61537ccd540a8ec,55,56,doc_d61537ccd540a8ec_ch_0055,doc_d61537ccd540a8ec_ch_0056,0.1818,65,78
doc_d61537ccd540a8ec,56,57,doc_d61537ccd540a8ec_ch_0056,doc_d61537ccd540a8ec_ch_0057,0.2571,78,98
doc_d61537ccd540a8ec,57,58,doc_d61537ccd540a8ec_ch_0057,doc_d61537ccd540a8ec_ch_0058,0.2208,98,90
doc_d61537ccd540a8ec,58,59,doc_d61537ccd540a8ec_ch_0058,doc_d61537ccd540a8ec_ch_0059,0.2215,90,92
doc_d61537ccd540a8ec,59,60,doc_d61537ccd540a8ec_ch_0059,doc_d61537ccd540a8ec_ch_0060,0.1847,92,94
doc_d61537ccd540a8ec,60,61,doc_d61537ccd540a8ec_ch_0060,doc_d61537ccd540a8ec_ch_0061,0.1733,94,82
doc_d61537ccd540a8ec,61,62,doc_d61537ccd540a8ec_ch_0061,doc_d61537ccd540a8ec_ch_0062,0.2424,82,82
doc_d61537ccd540a8ec,62,63,doc_d61537ccd540a8ec_ch_0062,doc_d61537ccd540a8ec_ch_0063,0.1887,82,44
doc_d61537ccd540a8ec,63,64,doc_d61537ccd540a8ec_ch_0063,doc_d61537ccd540a8ec_ch_0064,0.1478,44,88
doc_d61537ccd540a8ec,64,65,doc_d61537ccd540a8ec_ch_0064,doc_d61537ccd540a8ec_ch_0065,0.3406,88,97
doc_d61537ccd540a8ec,65,66,doc_d61537ccd540a8ec_ch_0065,doc_d61537ccd540a8ec_ch_0066,0.2917,97,89
doc_d61537ccd540a8ec,66,67,doc_d61537ccd540a8ec_ch_0066,doc_d61537ccd540a8ec_ch_0067,0.2288,89,99
doc_d61537ccd540a8ec,67,68,doc_d61537ccd540a8ec_ch_0067,doc_d61537ccd540a8ec_ch_0068,0.2886,99,93
doc_d61537ccd540a8ec,68,69,doc_d61537ccd540a8ec_ch_0068,doc_d61537ccd540a8ec_ch_0069,0.2803,93,76
doc_d61537ccd540a8ec,69,70,doc_d61537ccd540a8ec_ch_0069,doc_d61537ccd540a8ec_ch_0070,0.2342,76,61
doc_d61537ccd540a8ec,70,71,doc_d61537ccd540a8ec_ch_0070,doc_d61537ccd540a8ec_ch_0071,0.237,61,106
doc_d61537ccd540a8ec,71,72,doc_d61537ccd540a8ec_ch_0071,doc_d61537ccd540a8ec_ch_0072,0.2662,106,89
doc_d61537ccd540a8ec,72,73,doc_d61537ccd540a8ec_ch_0072,doc_d61537ccd540a8ec_ch_0073,0.3258,89,86
doc_d61537ccd540a8ec,73,74,doc_d61537ccd540a8ec_ch_0073,doc_d61537ccd540a8ec_ch_0074,0.254,86,72
doc_d61537ccd540a8ec,74,75,doc_d61537ccd540a8ec_ch_0074,doc_d61537ccd540a8ec_ch_0075,0.2409,72,98
doc_d61537ccd540a8ec,75,76,doc_d61537ccd540a8ec_ch_0075,doc_d61537ccd540a8ec_ch_0076,0.2697,98,95
doc_d61537ccd540a8ec,76,77,doc_d61537ccd540a8ec_ch_0076,doc_d61537ccd540a8ec_ch_0077,0.1761,95,112
doc_d61537ccd540a8ec,77,78,doc_d61537ccd540a8ec_ch_0077,doc_d61537ccd540a8ec_ch_0078,0.2353,112,98
doc_d61537ccd540a8ec,78,79,doc_d61537ccd540a8ec_ch_0078,doc_d61537ccd540a8ec_ch_0079,0.2759,98,87
doc_d61537ccd540a8ec,79,80,doc_d61537ccd540a8ec_ch_0079,doc_d61537ccd540a8ec_ch_0080,0.2932,87,85
doc_d61537ccd540a8ec,80,81,doc_d61537ccd540a8ec_ch_0080,doc_d61537ccd540a8ec_ch_0081,0.2617,85,50
doc_d61537ccd540a8ec,81,82,doc_d61537ccd540a8ec_ch_0081,doc_d61537ccd540a8ec_ch_0082,0.2162,50,85
doc_d61537ccd540a8ec,82,83,doc_d61537ccd540a8ec_ch_0082,doc_d61537ccd540a8ec_ch_0083,0.25,85,95
doc_d61537ccd540a8ec,83,84,doc_d61537ccd540a8ec_ch_0083,doc_d61537ccd540a8ec_ch_0084,0.2517,95,89
doc_d61537ccd540a8ec,84,85,doc_d61537ccd540a8ec_ch_0084,doc_d61537ccd540a8ec_ch_0085,0.1901,89,80
doc_d61537ccd540a8ec,85,86,doc_d61537ccd540a8ec_ch_0085,doc_d61537ccd540a8ec_ch_0086,0.2283,80,76
doc_d61537ccd540a8ec,86,87,doc_d61537ccd540a8ec_ch_0086,doc_d61537ccd540a8ec_ch_0087,0.2066,76,70
doc_d61537ccd540a8ec,87,88,doc_d61537ccd540a8ec_ch_0087,doc_d61537ccd540a8ec_ch_0088,0.2,70,86
doc_d61537ccd540a8ec,88,89,doc_d61537ccd540a8ec_ch_0088,doc_d61537ccd540a8ec_ch_0089,0.2517,86,93
doc_d61537ccd540a8ec,89,90,doc_d61537ccd540a8ec_ch_0089,doc_d61537ccd540a8ec_ch_0090,0.2384,93,94
doc_d61537ccd540a8ec,90,91,doc_d61537ccd540a8ec_ch_0090,doc_d61537ccd540a8ec_ch_0091,0.226,94,85
doc_d61537ccd540a8ec,91,92,doc_d61537ccd540a8ec_ch_0091,doc_d61537ccd540a8ec_ch_0092,0.2578,85,76
doc_d61537ccd540a8ec,92,93,doc_d61537ccd540a8ec_ch_0092,doc_d61537ccd540a8ec_ch_0093,0.3053,76,95
doc_d61537ccd540a8ec,93,94,doc_d61537ccd540a8ec_ch_0093,doc_d61537ccd540a8ec_ch_0094,0.2683,95,61
doc_d61537ccd540a8ec,94,95,doc_d61537ccd540a8ec_ch_0094,doc_d61537ccd540a8ec_ch_0095,0.1846,61,93
doc_d61537ccd540a8ec,95,96,doc_d61537ccd540a8ec_ch_0095,doc_d61537ccd540a8ec_ch_0096,0.4141,93,88
doc_d61537ccd540a8ec,96,97,doc_d61537ccd540a8ec_ch_0096,doc_d61537ccd540a8ec_ch_0097,0.3125,88,80
doc_d61537ccd540a8ec,97,98,doc_d61537ccd540a8ec_ch_0097,doc_d61537ccd540a8ec_ch_0098,0.2906,80,71
doc_d61537ccd540a8ec,98,99,doc_d61537ccd540a8ec_ch_0098,doc_d61537ccd540a8ec_ch_0099,0.1607,71,59
doc_d61537ccd540a8ec,99,100,doc_d61537ccd540a8ec_ch_0099,doc_d61537ccd540a8ec_ch_0100,0.1364,59,91
doc_d61537ccd540a8ec,100,101,doc_d61537ccd540a8ec_ch_0100,doc_d61537ccd540a8ec_ch_0101,0.2432,91,93
doc_d61537ccd540a8ec,101,102,doc_d61537ccd540a8ec_ch_0101,doc_d61537ccd540a8ec_ch_0102,0.2434,93,96
doc_d61537ccd540a8ec,102,103,doc_d61537ccd540a8ec_ch_0102,doc_d61537ccd540a8ec_ch_0103,0.2308,96,96
doc_d61537ccd540a8ec,103,104,doc_d61537ccd540a8ec_ch_0103,doc_d61537ccd540a8ec_ch_0104,0.2681,96,79
doc_d61537ccd540a8ec,104,105,doc_d61537ccd540a8ec_ch_0104,doc_d61537ccd540a8ec_ch_0105,0.2667,79,92
doc_d61537ccd540a8ec,105,106,doc_d61537ccd540a8ec_ch_0105,doc_d61537ccd540a8ec_ch_0106,0.336,92,75
doc_d61537ccd540a8ec,106,107,doc_d61537ccd540a8ec_ch_0106,doc_d61537ccd540a8ec_ch_0107,0.1474,75,104
doc_d61537ccd540a8ec,107,108,doc_d61537ccd540a8ec_ch_0107,doc_d61537ccd540a8ec_ch_0108,0.25,104,101
doc_d61537ccd540a8ec,108,109,doc_d61537ccd540a8ec_ch_0108,doc_d61537ccd540a8ec_ch_0109,0.1925,101,91
doc_d61537ccd540a8ec,109,110,doc_d61537ccd540a8ec_ch_0109,doc_d61537ccd540a8ec_ch_0110,0.2282,91,92
doc_d61537ccd540a8ec,110,111,doc_d61537ccd540a8ec_ch_0110,doc_d61537ccd540a8ec_ch_0111,0.3459,92,87
doc_d61537ccd540a8ec,111,112,doc_d61537ccd540a8ec_ch_0111,doc_d61537ccd540a8ec_ch_0112,0.2574,87,40
doc_d64503ab71e69ea1,1,2,doc_d64503ab71e69ea1_ch_0001,doc_d64503ab71e69ea1_ch_0002,0.2628,84,89
doc_d64503ab71e69ea1,2,3,doc_d64503ab71e69ea1_ch_0002,doc_d64503ab71e69ea1_ch_0003,0.2414,89,91
doc_d64503ab71e69ea1,3,4,doc_d64503ab71e69ea1_ch_0003,doc_d64503ab71e69ea1_ch_0004,0.2446,91,82
doc_d64503ab71e69ea1,4,5,doc_d64503ab71e69ea1_ch_0004,doc_d64503ab71e69ea1_ch_0005,0.209,82,80
doc_d64503ab71e69ea1,5,6,doc_d64503ab71e69ea1_ch_0005,doc_d64503ab71e69ea1_ch_0006,0.2276,80,98
doc_d64503ab71e69ea1,6,7,doc_d64503ab71e69ea1_ch_0006,doc_d64503ab71e69ea1_ch_0007,0.2733,98,93
doc_d64503ab71e69ea1,7,8,doc_d64503ab71e69ea1_ch_0007,doc_d64503ab71e69ea1_ch_0008,0.2533,93,95
doc_d64503ab71e69ea1,8,9,doc_d64503ab71e69ea1_ch_0008,doc_d64503ab71e69ea1_ch_0009,0.1911,95,92
doc_d64503ab71e69ea1,9,10,doc_d64503ab71e69ea1_ch_0009,doc_d64503ab71e69ea1_ch_0010,0.3504,92,93
doc_d64503ab71e69ea1,10,11,doc_d64503ab71e69ea1_ch_0010,doc_d64503ab71e69ea1_ch_0011,0.2078,93,93
doc_d64503ab71e69ea1,11,12,doc_d64503ab71e69ea1_ch_0011,doc_d64503ab71e69ea1_ch_0012,0.1646,93,91
doc_d64503ab71e69ea1,12,13,doc_d64503ab71e69ea1_ch_0012,doc_d64503ab71e69ea1_ch_0013,0.2552,91,91
doc_d64503ab71e69ea1,13,14,doc_d64503ab71e69ea1_ch_0013,doc_d64503ab71e69ea1_ch_0014,0.2532,91,102
doc_d64503ab71e69ea1,14,15,doc_d64503ab71e69ea1_ch_0014,doc_d64503ab71e69ea1_ch_0015,0.2649,102,89
doc_d64503ab71e69ea1,15,16,doc_d64503ab71e69ea1_ch_0015,doc_d64503ab71e69ea1_ch_0016,0.2014,89,84
doc_d64503ab71e69ea1,16,17,doc_d64503ab71e69ea1_ch_0016,doc_d64503ab71e69ea1_ch_0017,0.2222,84,59
doc_d7948b6302ad2fee,1,2,doc_d7948b6302ad2fee_ch_0001,doc_d7948b6302ad2fee_ch_0002,0.2313,91,90
doc_d7948b6302ad2fee,2,3,doc_d7948b6302ad2fee_ch_0002,doc_d7948b6302ad2fee_ch_0003,0.245,90,98
doc_d7948b6302ad2fee,3,4,doc_d7948b6302ad2fee_ch_0003,doc_d7948b6302ad2fee_ch_0004,0.2848,98,96
doc_d7948b6302ad2fee,4,5,doc_d7948b6302ad2fee_ch_0004,doc_d7948b6302ad2fee_ch_0005,0.2741,96,76
doc_d7948b6302ad2fee,5,6,doc_d7948b6302ad2fee_ch_0005,doc_d7948b6302ad2fee_ch_0006,0.2655,76,67
doc_d7948b6302ad2fee,6,7,doc_d7948b6302ad2fee_ch_0006,doc_d7948b6302ad2fee_ch_0007,0.2197,67,94
doc_d7948b6302ad2fee,7,8,doc_d7948b6302ad2fee_ch_0007,doc_d7948b6302ad2fee_ch_0008,0.2643,94,83
doc_d7948b6302ad2fee,8,9,doc_d7948b6302ad2fee_ch_0008,doc_d7948b6302ad2fee_ch_0009,0.237,83,84
doc_d7948b6302ad2fee,9,10,doc_d7948b6302ad2fee_ch_0009,doc_d7948b6302ad2fee_ch_0010,0.2881,84,68
doc_d7948b6302ad2fee,10,11,doc_d7948b6302ad2fee_ch_0010,doc_d7948b6302ad2fee_ch_0011,0.2479,68,78
doc_d7948b6302ad2fee,11,12,doc_d7948b6302ad2fee_ch_0011,doc_d7948b6302ad2fee_ch_0012,0.2712,78,72
doc_d7948b6302ad2fee,12,13,doc_d7948b6302ad2fee_ch_0012,doc_d7948b6302ad2fee_ch_0013,0.3145,72,91
doc_d7948b6302ad2fee,13,14,doc_d7948b6302ad2fee_ch_0013,doc_d7948b6302ad2fee_ch_0014,0.2308,91,69
doc_d7948b6302ad2fee,14,15,doc_d7948b6302ad2fee_ch_0014,doc_d7948b6302ad2fee_ch_0015,0.2661,69,69
doc_d7948b6302ad2fee,15,16,doc_d7948b6302ad2fee_ch_0015,doc_d7948b6302ad2fee_ch_0016,0.3077,69,84
doc_d7948b6302ad2fee,16,17,doc_d7948b6302ad2fee_ch_0016,doc_d7948b6302ad2fee_ch_0017,0.2542,84,64
doc_d7948b6302ad2fee,17,18,doc_d7948b6302ad2fee_ch_0017,doc_d7948b6302ad2fee_ch_0018,0.2476,64,67
doc_d7948b6302ad2fee,18,19,doc_d7948b6302ad2fee_ch_0018,doc_d7948b6302ad2fee_ch_0019,0.2222,67,65
doc_d7948b6302ad2fee,19,20,doc_d7948b6302ad2fee_ch_0019,doc_d7948b6302ad2fee_ch_0020,0.25,65,55
doc_d7948b6302ad2fee,20,21,doc_d7948b6302ad2fee_ch_0020,doc_d7948b6302ad2fee_ch_0021,0.3297,55,66
doc_d7948b6302ad2fee,21,22,doc_d7948b6302ad2fee_ch_0021,doc_d7948b6302ad2fee_ch_0022,0.2762,66,68
doc_d7948b6302ad2fee,22,23,doc_d7948b6302ad2fee_ch_0022,doc_d7948b6302ad2fee_ch_0023,0.1855,68,79
doc_d7948b6302ad2fee,23,24,doc_d7948b6302ad2fee_ch_0023,doc_d7948b6302ad2fee_ch_0024,0.2698,79,81
doc_d7948b6302ad2fee,24,25,doc_d7948b6302ad2fee_ch_0024,doc_d7948b6302ad2fee_ch_0025,0.3304,81,72
doc_d7948b6302ad2fee,25,26,doc_d7948b6302ad2fee_ch_0025,doc_d7948b6302ad2fee_ch_0026,0.3048,72,65
doc_d7948b6302ad2fee,26,27,doc_d7948b6302ad2fee_ch_0026,doc_d7948b6302ad2fee_ch_0027,0.2613,65,75
doc_d7948b6302ad2fee,27,28,doc_d7948b6302ad2fee_ch_0027,doc_d7948b6302ad2fee_ch_0028,0.2143,75,78
doc_d7948b6302ad2fee,28,29,doc_d7948b6302ad2fee_ch_0028,doc_d7948b6302ad2fee_ch_0029,0.2519,78,91
doc_d7948b6302ad2fee,29,30,doc_d7948b6302ad2fee_ch_0029,doc_d7948b6302ad2fee_ch_0030,0.248,91,65
doc_d7948b6302ad2fee,30,31,doc_d7948b6302ad2fee_ch_0030,doc_d7948b6302ad2fee_ch_0031,0.2571,65,67
doc_d7948b6302ad2fee,31,32,doc_d7948b6302ad2fee_ch_0031,doc_d7948b6302ad2fee_ch_0032,0.2743,67,77
doc_d7948b6302ad2fee,32,33,doc_d7948b6302ad2fee_ch_0032,doc_d7948b6302ad2fee_ch_0033,0.2661,77,80
doc_d7948b6302ad2fee,33,34,doc_d7948b6302ad2fee_ch_0033,doc_d7948b6302ad2fee_ch_0034,0.2845,80,69
doc_d7948b6302ad2fee,34,35,doc_d7948b6302ad2fee_ch_0034,doc_d7948b6302ad2fee_ch_0035,0.3571,69,83
doc_d7948b6302ad2fee,35,36,doc_d7948b6302ad2fee_ch_0035,doc_d7948b6302ad2fee_ch_0036,0.2016,83,72
doc_d7948b6302ad2fee,36,37,doc_d7948b6302ad2fee_ch_0036,doc_d7948b6302ad2fee_ch_0037,0.3208,72,68
doc_d7948b6302ad2fee,37,38,doc_d7948b6302ad2fee_ch_0037,doc_d7948b6302ad2fee_ch_0038,0.3163,68,61
doc_d7948b6302ad2fee,38,39,doc_d7948b6302ad2fee_ch_0038,doc_d7948b6302ad2fee_ch_0039,0.2584,61,51
doc_d7948b6302ad2fee,39,40,doc_d7948b6302ad2fee_ch_0039,doc_d7948b6302ad2fee_ch_0040,0.1096,51,111
doc_d7948b6302ad2fee,40,41,doc_d7948b6302ad2fee_ch_0040,doc_d7948b6302ad2fee_ch_0041,0.2026,111,73
doc_d7948b6302ad2fee,41,42,doc_d7948b6302ad2fee_ch_0041,doc_d7948b6302ad2fee_ch_0042,0.2017,73,70
doc_d7948b6302ad2fee,42,43,doc_d7948b6302ad2fee_ch_0042,doc_d7948b6302ad2fee_ch_0043,0.2833,70,84
doc_d7948b6302ad2fee,43,44,doc_d7948b6302ad2fee_ch_0043,doc_d7948b6302ad2fee_ch_0044,0.2519,84,85
doc_d7948b6302ad2fee,44,45,doc_d7948b6302ad2fee_ch_0044,doc_d7948b6302ad2fee_ch_0045,0.2397,85,65
doc_d7948b6302ad2fee,45,46,doc_d7948b6302ad2fee_ch_0045,doc_d7948b6302ad2fee_ch_0046,0.248,65,91
doc_d7948b6302ad2fee,46,47,doc_d7948b6302ad2fee_ch_0046,doc_d7948b6302ad2fee_ch_0047,0.2535,91,87
doc_d7948b6302ad2fee,47,48,doc_d7948b6302ad2fee_ch_0047,doc_d7948b6302ad2fee_ch_0048,0.1892,87,89
doc_d7948b6302ad2fee,48,49,doc_d7948b6302ad2fee_ch_0048,doc_d7948b6302ad2fee_ch_0049,0.1852,89,71
doc_d7948b6302ad2fee,49,50,doc_d7948b6302ad2fee_ch_0049,doc_d7948b6302ad2fee_ch_0050,0.2,71,73
doc_d7948b6302ad2fee,50,51,doc_d7948b6302ad2fee_ch_0050,doc_d7948b6302ad2fee_ch_0051,0.3333,73,67
doc_d7948b6302ad2fee,51,52,doc_d7948b6302ad2fee_ch_0051,doc_d7948b6302ad2fee_ch_0052,0.2719,67,78
doc_d7948b6302ad2fee,52,53,doc_d7948b6302ad2fee_ch_0052,doc_d7948b6302ad2fee_ch_0053,0.2281,78,62
doc_d7948b6302ad2fee,53,54,doc_d7948b6302ad2fee_ch_0053,doc_d7948b6302ad2fee_ch_0054,0.2174,62,78
doc_d7948b6302ad2fee,54,55,doc_d7948b6302ad2fee_ch_0054,doc_d7948b6302ad2fee_ch_0055,0.2645,78,75
doc_d7948b6302ad2fee,55,56,doc_d7948b6302ad2fee_ch_0055,doc_d7948b6302ad2fee_ch_0056,0.2037,75,55
doc_d7948b6302ad2fee,56,57,doc_d7948b6302ad2fee_ch_0056,doc_d7948b6302ad2fee_ch_0057,0.2614,55,56
doc_d7948b6302ad2fee,57,58,doc_d7948b6302ad2fee_ch_0057,doc_d7948b6302ad2fee_ch_0058,0.2857,56,79
doc_d7948b6302ad2fee,58,59,doc_d7948b6302ad2fee_ch_0058,doc_d7948b6302ad2fee_ch_0059,0.272,79,80
doc_d7948b6302ad2fee,59,60,doc_d7948b6302ad2fee_ch_0059,doc_d7948b6302ad2fee_ch_0060,0.3393,80,70
doc_d7948b6302ad2fee,60,61,doc_d7948b6302ad2fee_ch_0060,doc_d7948b6302ad2fee_ch_0061,0.1811,70,80
doc_d7948b6302ad2fee,61,62,doc_d7948b6302ad2fee_ch_0061,doc_d7948b6302ad2fee_ch_0062,0.234,80,94
doc_d7948b6302ad2fee,62,63,doc_d7948b6302ad2fee_ch_0062,doc_d7948b6302ad2fee_ch_0063,0.184,94,54
doc_d7948b6302ad2fee,63,64,doc_d7948b6302ad2fee_ch_0063,doc_d7948b6302ad2fee_ch_0064,0.2075,54,74
doc_d7948b6302ad2fee,64,65,doc_d7948b6302ad2fee_ch_0064,doc_d7948b6302ad2fee_ch_0065,0.3019,74,64
doc_d7948b6302ad2fee,65,66,doc_d7948b6302ad2fee_ch_0065,doc_d7948b6302ad2fee_ch_0066,0.2826,64,54
doc_d7948b6302ad2fee,66,67,doc_d7948b6302ad2fee_ch_0066,doc_d7948b6302ad2fee_ch_0067,0.2609,54,62
doc_d7948b6302ad2fee,67,68,doc_d7948b6302ad2fee_ch_0067,doc_d7948b6302ad2fee_ch_0068,0.3371,62,57
doc_d7948b6302ad2fee,68,69,doc_d7948b6302ad2fee_ch_0068,doc_d7948b6302ad2fee_ch_0069,0.2323,57,65
doc_d7948b6302ad2fee,69,70,doc_d7948b6302ad2fee_ch_0069,doc_d7948b6302ad2fee_ch_0070,0.1776,65,61
doc_d7948b6302ad2fee,70,71,doc_d7948b6302ad2fee_ch_0070,doc_d7948b6302ad2fee_ch_0071,0.1963,61,67
doc_d7948b6302ad2fee,71,72,doc_d7948b6302ad2fee_ch_0071,doc_d7948b6302ad2fee_ch_0072,0.1852,67,61
doc_d7948b6302ad2fee,72,73,doc_d7948b6302ad2fee_ch_0072,doc_d7948b6302ad2fee_ch_0073,0.3298,61,64
doc_d7948b6302ad2fee,73,74,doc_d7948b6302ad2fee_ch_0073,doc_d7948b6302ad2fee_ch_0074,0.3137,64,70
doc_d7948b6302ad2fee,74,75,doc_d7948b6302ad2fee_ch_0074,doc_d7948b6302ad2fee_ch_0075,0.1981,70,57
doc_d7948b6302ad2fee,75,76,doc_d7948b6302ad2fee_ch_0075,doc_d7948b6302ad2fee_ch_0076,0.2315,57,76
doc_d7948b6302ad2fee,76,77,doc_d7948b6302ad2fee_ch_0076,doc_d7948b6302ad2fee_ch_0077,0.2344,76,82
doc_d7948b6302ad2fee,77,78,doc_d7948b6302ad2fee_ch_0077,doc_d7948b6302ad2fee_ch_0078,0.2672,82,65
doc_d7948b6302ad2fee,78,79,doc_d7948b6302ad2fee_ch_0078,doc_d7948b6302ad2fee_ch_0079,0.2574,65,62
doc_d7948b6302ad2fee,79,80,doc_d7948b6302ad2fee_ch_0079,doc_d7948b6302ad2fee_ch_0080,0.2727,62,64
doc_d7948b6302ad2fee,80,81,doc_d7948b6302ad2fee_ch_0080,doc_d7948b6302ad2fee_ch_0081,0.2778,64,51
doc_d7948b6302ad2fee,81,82,doc_d7948b6302ad2fee_ch_0081,doc_d7948b6302ad2fee_ch_0082,0.2804,51,86
doc_d7948b6302ad2fee,82,83,doc_d7948b6302ad2fee_ch_0082,doc_d7948b6302ad2fee_ch_0083,0.2619,86,73
doc_d7948b6302ad2fee,83,84,doc_d7948b6302ad2fee_ch_0083,doc_d7948b6302ad2fee_ch_0084,0.2569,73,64
doc_d7948b6302ad2fee,84,85,doc_d7948b6302ad2fee_ch_0084,doc_d7948b6302ad2fee_ch_0085,0.2826,64,54
doc_d7948b6302ad2fee,85,86,doc_d7948b6302ad2fee_ch_0085,doc_d7948b6302ad2fee_ch_0086,0.2935,54,65
doc_d7948b6302ad2fee,86,87,doc_d7948b6302ad2fee_ch_0086,doc_d7948b6302ad2fee_ch_0087,0.2385,65,70
doc_d7948b6302ad2fee,87,88,doc_d7948b6302ad2fee_ch_0087,doc_d7948b6302ad2fee_ch_0088,0.3131,70,60
doc_d7948b6302ad2fee,88,89,doc_d7948b6302ad2fee_ch_0088,doc_d7948b6302ad2fee_ch_0089,0.2347,60,61
doc_d7948b6302ad2fee,89,90,doc_d7948b6302ad2fee_ch_0089,doc_d7948b6302ad2fee_ch_0090,0.2553,61,57
doc_d7948b6302ad2fee,90,91,doc_d7948b6302ad2fee_ch_0090,doc_d7948b6302ad2fee_ch_0091,0.28,57,71
doc_d7948b6302ad2fee,91,92,doc_d7948b6302ad2fee_ch_0091,doc_d7948b6302ad2fee_ch_0092,0.1982,71,62
doc_d7948b6302ad2fee,92,93,doc_d7948b6302ad2fee_ch_0092,doc_d7948b6302ad2fee_ch_0093,0.2353,62,64
doc_d7948b6302ad2fee,93,94,doc_d7948b6302ad2fee_ch_0093,doc_d7948b6302ad2fee_ch_0094,0.2549,64,64
doc_d7948b6302ad2fee,94,95,doc_d7948b6302ad2fee_ch_0094,doc_d7948b6302ad2fee_ch_0095,0.3097,64,84
doc_d7948b6302ad2fee,95,96,doc_d7948b6302ad2fee_ch_0095,doc_d7948b6302ad2fee_ch_0096,0.2319,84,86
doc_d7948b6302ad2fee,96,97,doc_d7948b6302ad2fee_ch_0096,doc_d7948b6302ad2fee_ch_0097,0.2126,86,68
doc_d7948b6302ad2fee,97,98,doc_d7948b6302ad2fee_ch_0097,doc_d7948b6302ad2fee_ch_0098,0.2255,68,57
doc_d7948b6302ad2fee,98,99,doc_d7948b6302ad2fee_ch_0098,doc_d7948b6302ad2fee_ch_0099,0.2273,57,78
doc_d7948b6302ad2fee,99,100,doc_d7948b6302ad2fee_ch_0099,doc_d7948b6302ad2fee_ch_0100,0.3077,78,58
doc_d7948b6302ad2fee,100,101,doc_d7948b6302ad2fee_ch_0100,doc_d7948b6302ad2fee_ch_0101,0.2353,58,68
doc_d7948b6302ad2fee,101,102,doc_d7948b6302ad2fee_ch_0101,doc_d7948b6302ad2fee_ch_0102,0.2581,68,49
doc_d7948b6302ad2fee,102,103,doc_d7948b6302ad2fee_ch_0102,doc_d7948b6302ad2fee_ch_0103,0.2188,49,68
