metrica,count,mean,std,min,1%,5%,10%,25%,50%,75%,90%,95%,99%,max
n_tokens_diag,12041.0,161.4981313844365,22.466771713479343,17.0,103.4,124.0,133.0,148.0,165.0,177.0,187.0,192.0,200.0,222.0
n_tokens_unicos_diag,12041.0,95.31915953824434,15.306428387812767,15.0,50.0,68.0,75.0,87.0,98.0,106.0,112.0,116.0,122.0,131.0
token_unique_ratio_diag,12041.0,0.5910462835312681,0.05706454634753115,0.1338,0.4536,0.5,0.5234,0.5565,0.5917,0.6266,0.6582,0.6779,0.7270600000000002,0.9474
n_function_words_diag,12041.0,53.97533427456192,14.775124090297249,2.0,18.0,29.0,34.0,44.0,55.0,64.0,72.0,77.0,86.0,104.0
function_word_ratio_diag,12041.0,0.32841819616310935,0.058592462553143806,0.0625,0.17372,0.2266,0.2521,0.2929,0.3333,0.3687,0.4,0.4167,0.4487800000000001,0.5692
short_token_ratio_diag,12041.0,0.195144871688398,0.04748022178356824,0.0636,0.1,0.1271,0.1391,0.162,0.19,0.2229,0.2597,0.2826,0.32396,0.5
