doc_id,speaker_id,role_inferido,n_turns,n_words,question_rate,word_share
doc_6446f54127e74c2d,2,interviewer_heuristic,396,5759,0.8232323232323232,0.3935624957288321
doc_6446f54127e74c2d,3,interviewer_heuristic,128,2173,0.484375,0.14849996583065672
doc_6446f54127e74c2d,4,participant_or_unknown,111,1933,0.4144144144144144,0.13209868106334996
doc_6446f54127e74c2d,5,participant_or_unknown,33,84,0.15151515151515152,0.00574044966855737
doc_6446f54127e74c2d,6,interviewer_heuristic,111,2508,0.5495495495495496,0.17139342581835576
doc_6446f54127e74c2d,7,participant_or_unknown,108,1863,0.3425925925925926,0.12731497300621883
doc_66b40b2eb6436092,1,participant_or_unknown,3,313,1.0,0.02411030657833924
doc_66b40b2eb6436092,2,interviewer_heuristic,203,6113,0.8669950738916257,0.47088276074564783
doc_66b40b2eb6436092,3,participant_or_unknown,32,434,0.1875,0.033430904329071025
doc_66b40b2eb6436092,4,interviewer_heuristic,44,2087,0.5454545454545454,0.16076105376675398
doc_66b40b2eb6436092,5,interviewer_heuristic,28,1024,0.5714285714285714,0.07887844708057311
doc_66b40b2eb6436092,6,interviewer_heuristic,54,2179,0.5925925925925926,0.1678477892466492
doc_66b40b2eb6436092,7,participant_or_unknown,30,832,0.4,0.06408873825296564
doc_6a7dc800256491db,1,interviewer_heuristic,160,5861,0.84375,0.47407587155221226
doc_6a7dc800256491db,2,interviewer_heuristic,37,2365,0.7567567567567568,0.1912966108549705
doc_6a7dc800256491db,3,interviewer_heuristic,50,1600,0.6,0.1294184259483944
doc_6a7dc800256491db,4,participant_or_unknown,36,908,0.3888888888888889,0.07344495672571383
doc_6a7dc800256491db,5,interviewer_heuristic,44,1629,0.5909090909090909,0.13176413491870906
doc_6da518659b1ee271,1,interviewer_heuristic,198,6333,0.7373737373737373,0.3941374159820762
doc_6da518659b1ee271,2,interviewer_heuristic,49,1468,0.5306122448979592,0.09136171272093602
doc_6da518659b1ee271,3,interviewer_heuristic,41,1066,0.6585365853658537,0.06634304207119741
doc_6da518659b1ee271,4,interviewer_heuristic,102,4138,0.5,0.25753049539457307
doc_6da518659b1ee271,5,participant_or_unknown,106,2338,0.39622641509433965,0.14550659696290763
doc_6da518659b1ee271,6,interviewer_heuristic,40,564,0.6,0.0351008215085885
doc_6da518659b1ee271,7,participant_or_unknown,6,161,0.16666666666666666,0.010019915359721184
doc_6e02133bb486de22,1,participant_or_unknown,3,313,1.0,0.028426119335210245
doc_6e02133bb486de22,2,interviewer_heuristic,116,3120,0.9741379310344828,0.2833530106257379
doc_6e02133bb486de22,3,interviewer_heuristic,127,7578,0.7165354330708661,0.6882208700390519
doc_7125fa2ef3d8b81c,1,interviewer_heuristic,280,8602,0.85,0.5055836370048196
doc_7125fa2ef3d8b81c,2,interviewer_heuristic,54,1734,0.5370370370370371,0.1019160691195486
doc_7125fa2ef3d8b81c,3,interviewer_heuristic,36,1838,0.6111111111111112,0.10802868226166686
doc_7125fa2ef3d8b81c,4,interviewer_heuristic,51,885,0.45098039215686275,0.0520159868343717
doc_7125fa2ef3d8b81c,5,interviewer_heuristic,49,2050,0.673469387755102,0.12048900905136946
doc_7125fa2ef3d8b81c,6,participant_or_unknown,26,474,0.4230769230769231,0.02785940989773128
doc_7125fa2ef3d8b81c,7,interviewer_heuristic,78,1431,0.5769230769230769,0.08410720583049254
doc_7244ee28c4ae4fdf,1,interviewer_heuristic,325,8589,0.8215384615384616,0.49147402151522085
doc_7244ee28c4ae4fdf,2,participant_or_unknown,57,1168,0.3684210526315789,0.06683451590753033
doc_7244ee28c4ae4fdf,3,interviewer_heuristic,111,1587,0.4594594594594595,0.09081025406271458
doc_7244ee28c4ae4fdf,4,interviewer_heuristic,66,1189,0.5454545454545454,0.06803616388189516
doc_7244ee28c4ae4fdf,5,participant_or_unknown,91,2202,0.3956043956043956,0.1260013733119707
doc_7244ee28c4ae4fdf,6,participant_or_unknown,109,2542,0.44954128440366975,0.14545662623025865
doc_7244ee28c4ae4fdf,7,participant_or_unknown,8,199,0.25,0.011387045090409704
doc_732280b483c61985,1,participant_or_unknown,3,313,1.0,0.04461867426942267
doc_732280b483c61985,2,interviewer_heuristic,140,2774,0.9214285714285714,0.3954383464005702
doc_732280b483c61985,3,interviewer_heuristic,129,3928,0.6201550387596899,0.5599429793300071
doc_74ca043fafaaea8d,1,interviewer_heuristic,360,7538,0.7305555555555555,0.617666338905277
doc_74ca043fafaaea8d,2,participant_or_unknown,347,4666,0.3919308357348703,0.38233366109472305
doc_761f127ebf5926ab,1,interviewer_heuristic,61,5072,0.8524590163934426,0.8825474160431529
doc_761f127ebf5926ab,2,interviewer_heuristic,38,675,0.6842105263157895,0.11745258395684705
doc_76c629289d2e414c,1,participant_or_unknown,3,313,1.0,0.04466324200913242
doc_76c629289d2e414c,2,interviewer_heuristic,109,2236,0.963302752293578,0.3190639269406393
doc_76c629289d2e414c,3,interviewer_heuristic,104,4459,0.7019230769230769,0.6362728310502284
doc_7c1dc7dcc6ddc2d7,1,interviewer_heuristic,98,4493,0.6836734693877551,0.5128409998858577
doc_7c1dc7dcc6ddc2d7,2,interviewer_heuristic,62,1561,0.6451612903225806,0.17817600730510216
doc_7c1dc7dcc6ddc2d7,3,interviewer_heuristic,68,2707,0.5882352941176471,0.30898299280904007
doc_80a271097010f616,1,interviewer_heuristic,121,6209,0.6033057851239669,0.6852444542544973
doc_80a271097010f616,2,participant_or_unknown,3,310,1.0,0.03421255932016334
doc_80a271097010f616,3,interviewer_heuristic,111,2542,0.8288288288288288,0.28054298642533937
doc_8117b4510b37b8a5,1,interviewer_heuristic,29,517,0.5172413793103449,0.094
doc_8117b4510b37b8a5,2,interviewer_heuristic,144,2692,0.8125,0.4894545454545455
doc_8117b4510b37b8a5,3,participant_or_unknown,159,2291,0.2641509433962264,0.41654545454545455
doc_813751e4679e395b,1,interviewer_heuristic,5,318,1.0,0.0229818602298186
doc_813751e4679e395b,2,interviewer_heuristic,132,2584,0.8181818181818182,0.18674568186745683
doc_813751e4679e395b,3,interviewer_heuristic,112,4612,0.625,0.3333092433330924
doc_813751e4679e395b,4,interviewer_heuristic,61,1599,0.47540983606557374,0.11555973115559731
doc_813751e4679e395b,5,interviewer_heuristic,52,2981,0.6346153846153846,0.2154368721543687
doc_813751e4679e395b,6,interviewer_heuristic,58,1743,0.5172413793103449,0.1259666112596661
doc_8155ca024e437eda,1,interviewer_heuristic,72,2423,0.5277777777777778,0.1682522047080064
doc_8155ca024e437eda,2,participant_or_unknown,56,1243,0.39285714285714285,0.08631345045482952
doc_8155ca024e437eda,3,interviewer_heuristic,73,2178,0.6027397260273972,0.15123949725713492
doc_8155ca024e437eda,4,interviewer_heuristic,263,3957,0.7718631178707225,0.2747725852371363
doc_8155ca024e437eda,5,interviewer_heuristic,35,658,0.4857142857142857,0.04569127143948337
doc_8155ca024e437eda,6,interviewer_heuristic,49,1116,0.5306122448979592,0.07749461842927574
doc_8155ca024e437eda,7,interviewer_heuristic,74,2610,0.527027027027027,0.18123741406846747
doc_8155ca024e437eda,8,interviewer_heuristic,8,216,0.875,0.014998958405666273
doc_88268e58fe588334,1,interviewer_heuristic,30,656,0.4666666666666667,0.0786099460754943
doc_88268e58fe588334,2,interviewer_heuristic,30,929,0.7,0.11132414619532655
doc_88268e58fe588334,3,interviewer_heuristic,72,3776,0.5833333333333334,0.452486518873577
doc_88268e58fe588334,4,interviewer_heuristic,100,2383,0.74,0.28556021569802276
doc_88268e58fe588334,5,interviewer_heuristic,30,601,0.5666666666666667,0.07201917315757939
doc_89fa2004a39f9cde,1,interviewer_heuristic,22,709,0.7727272727272727,0.16336405529953918
doc_89fa2004a39f9cde,2,interviewer_heuristic,17,973,0.8235294117647058,0.22419354838709676
doc_89fa2004a39f9cde,3,interviewer_heuristic,32,2658,0.78125,0.6124423963133641
doc_8d389e4147701c27,1,interviewer_heuristic,148,4093,0.8243243243243243,0.5207379134860051
doc_8d389e4147701c27,2,interviewer_heuristic,68,1634,0.4852941176470588,0.2078880407124682
doc_8d389e4147701c27,3,participant_or_unknown,22,339,0.3181818181818182,0.04312977099236641
doc_8d389e4147701c27,4,participant_or_unknown,30,428,0.4,0.0544529262086514
doc_8d389e4147701c27,5,interviewer_heuristic,44,754,0.5681818181818182,0.09592875318066157
doc_8d389e4147701c27,6,interviewer_heuristic,42,612,0.5714285714285714,0.07786259541984733
doc_8f0f9dbe32c1bce3,1,interviewer_heuristic,68,1980,0.5735294117647058,0.12146494080117784
doc_8f0f9dbe32c1bce3,2,interviewer_heuristic,195,2958,0.7487179487179487,0.18146126004539598
doc_8f0f9dbe32c1bce3,3,interviewer_heuristic,84,3643,0.5,0.22348322188822772
doc_8f0f9dbe32c1bce3,4,interviewer_heuristic,91,4433,0.6043956043956044,0.27194650634930373
doc_8f0f9dbe32c1bce3,5,interviewer_heuristic,92,2153,0.4891304347826087,0.1320777866388565
doc_8f0f9dbe32c1bce3,6,participant_or_unknown,57,899,0.3508771929824561,0.055149990798110546
doc_8f0f9dbe32c1bce3,7,interviewer_heuristic,8,235,1.0,0.014416293478927674
doc_90e2fc7494d27bd2,1,interviewer_heuristic,333,5097,0.7897897897897898,0.2952386468952734
doc_90e2fc7494d27bd2,2,participant_or_unknown,124,2969,0.43548387096774194,0.1719763670064875
doc_90e2fc7494d27bd2,3,participant_or_unknown,3,310,1.0,0.017956441149212233
doc_90e2fc7494d27bd2,4,interviewer_heuristic,174,4511,0.5057471264367817,0.26129518072289154
doc_90e2fc7494d27bd2,5,participant_or_unknown,98,1227,0.41836734693877553,0.07107275254865617
doc_90e2fc7494d27bd2,6,interviewer_heuristic,160,3150,0.51875,0.18246061167747915
doc_92e08de844168c3e,1,interviewer_heuristic,163,4276,0.7852760736196319,0.4506270418379176
doc_92e08de844168c3e,2,interviewer_heuristic,24,562,0.625,0.059226472757930235
doc_92e08de844168c3e,3,interviewer_heuristic,20,920,0.7,0.09695436821582885
doc_92e08de844168c3e,4,interviewer_heuristic,36,1158,0.5833333333333334,0.12203604173253241
doc_92e08de844168c3e,5,interviewer_heuristic,51,1598,0.47058823529411764,0.16840552218358099
doc_92e08de844168c3e,6,interviewer_heuristic,33,975,0.7272727272727273,0.10275055327220993
doc_948ae088c8e6f14c,1,interviewer_heuristic,131,3506,0.7557251908396947,0.3445361635220126
doc_948ae088c8e6f14c,2,interviewer_heuristic,23,1067,0.6086956521739131,0.10485455974842767
doc_948ae088c8e6f14c,3,interviewer_heuristic,42,1861,0.6904761904761905,0.1828812893081761
doc_948ae088c8e6f14c,4,interviewer_heuristic,37,917,0.5405405405405406,0.09011399371069183
doc_948ae088c8e6f14c,5,participant_or_unknown,21,523,0.38095238095238093,0.051395440251572326
doc_948ae088c8e6f14c,6,interviewer_heuristic,32,1799,0.625,0.1767885220125786
doc_948ae088c8e6f14c,7,interviewer_heuristic,14,503,0.6428571428571429,0.04943003144654088
doc_95f0f8f3bf008a0b,1,interviewer_heuristic,108,3150,0.7962962962962963,0.3411675511751327
doc_95f0f8f3bf008a0b,2,interviewer_heuristic,116,5991,0.7068965517241379,0.6488681901873714
doc_95f0f8f3bf008a0b,3,interviewer_heuristic,5,92,0.8,0.009964258637495938
doc_96b165a2a6f7a32d,1,participant_or_unknown,3,313,1.0,0.032049969281179605
doc_96b165a2a6f7a32d,2,interviewer_heuristic,182,3460,0.967032967032967,0.35429039524882244
doc_96b165a2a6f7a32d,3,interviewer_heuristic,173,5993,0.6127167630057804,0.6136596354699979
doc_96f34760018e32cc,1,interviewer_heuristic,206,7964,0.7912621359223301,0.4805696355298093
doc_96f34760018e32cc,2,interviewer_heuristic,54,1386,0.6481481481481481,0.08363504706734251
doc_96f34760018e32cc,3,interviewer_heuristic,24,953,0.875,0.0575066377021482
doc_96f34760018e32cc,4,interviewer_heuristic,48,2179,0.8125,0.1314868452811972
doc_96f34760018e32cc,5,interviewer_heuristic,70,2457,0.6571428571428571,0.14826212889210716
doc_96f34760018e32cc,6,interviewer_heuristic,48,1633,0.7083333333333334,0.0985397055273956
doc_97de55a65c6e2d51,1,interviewer_heuristic,39,906,0.5128205128205128,0.05409924165522183
doc_97de55a65c6e2d51,2,participant_or_unknown,65,1314,0.4,0.07846181405624889
doc_97de55a65c6e2d51,3,interviewer_heuristic,277,5692,0.6750902527075813,0.3398817698692303
doc_97de55a65c6e2d51,4,interviewer_heuristic,56,3344,0.6428571428571429,0.19967755418880995
doc_97de55a65c6e2d51,5,interviewer_heuristic,52,2060,0.5,0.12300710575028363
doc_97de55a65c6e2d51,6,interviewer_heuristic,53,1726,0.5471698113207547,0.1030632352063056
doc_97de55a65c6e2d51,7,interviewer_heuristic,38,1444,0.631578947368421,0.08622439839971338
doc_97de55a65c6e2d51,8,participant_or_unknown,10,261,0.3,0.015584880874186422
doc_981214beda5a6637,1,interviewer_heuristic,34,543,0.5588235294117647,0.05574376347397598
doc_981214beda5a6637,2,interviewer_heuristic,70,3744,0.7571428571428571,0.38435478903603326
doc_981214beda5a6637,3,interviewer_heuristic,95,5454,0.7894736842105263,0.5599014474899907
doc_9852515aa99fe494,1,participant_or_unknown,3,313,1.0,0.028402903811252267
doc_9852515aa99fe494,2,interviewer_heuristic,202,3234,0.905940594059406,0.29346642468239564
doc_9852515aa99fe494,3,interviewer_heuristic,188,7473,0.6595744680851063,0.6781306715063521
doc_9997673909738651,1,interviewer_heuristic,171,2632,0.4678362573099415,0.19432959243945658
doc_9997673909738651,2,interviewer_heuristic,255,4002,0.7568627450980392,0.29548139397519196
doc_9997673909738651,3,participant_or_unknown,36,393,0.3611111111111111,0.02901653868871825
doc_9997673909738651,4,interviewer_heuristic,147,2522,0.5102040816326531,0.18620791494388658
doc_9997673909738651,5,interviewer_heuristic,98,1206,0.4897959183673469,0.0890431187241583
doc_9997673909738651,6,interviewer_heuristic,128,2789,0.5078125,0.2059214412285883
doc_9a5944b3d38727a2,1,interviewer_heuristic,161,5310,0.6149068322981367,0.6318419800095193
doc_9a5944b3d38727a2,2,participant_or_unknown,3,309,1.0,0.03676820561637316
doc_9a5944b3d38727a2,3,interviewer_heuristic,163,2785,0.9386503067484663,0.3313898143741076
doc_9ce05b13f8828060,1,interviewer_heuristic,162,2572,0.7839506172839507,0.18467724563796942
doc_9ce05b13f8828060,2,interviewer_heuristic,63,2303,0.4603174603174603,0.16536224599698426
doc_9ce05b13f8828060,3,interviewer_heuristic,50,1502,0.6,0.10784806490988727
doc_9ce05b13f8828060,4,interviewer_heuristic,56,2516,0.4642857142857143,0.18065627916995763
doc_9ce05b13f8828060,5,interviewer_heuristic,38,1716,0.5526315789473685,0.1232139010555037
doc_9ce05b13f8828060,6,interviewer_heuristic,48,1273,0.5208333333333334,0.09140518417462483
doc_9ce05b13f8828060,7,interviewer_heuristic,45,1886,0.5777777777777777,0.13542040640482517
doc_9ce05b13f8828060,8,interviewer_heuristic,5,159,0.8,0.01141667265024772
doc_9da29b5ddacac7d2,1,interviewer_heuristic,359,5817,0.6629526462395543,0.39079610345985893
doc_9da29b5ddacac7d2,2,interviewer_heuristic,174,3447,0.5287356321839081,0.23157541148807526
doc_9da29b5ddacac7d2,3,interviewer_heuristic,137,1844,0.4744525547445255,0.12388310379576756
doc_9da29b5ddacac7d2,4,interviewer_heuristic,112,1665,0.5535714285714286,0.11185757473967081
doc_9da29b5ddacac7d2,5,participant_or_unknown,64,779,0.390625,0.052334564998320454
doc_9da29b5ddacac7d2,6,participant_or_unknown,56,395,0.44642857142857145,0.026536781995297277
doc_9da29b5ddacac7d2,7,participant_or_unknown,90,938,0.4444444444444444,0.06301645952300974
doc_9e6379543f294d71,1,interviewer_heuristic,77,4303,0.6363636363636364,0.515638106650689
doc_9e6379543f294d71,2,interviewer_heuristic,65,2282,0.5846153846153846,0.27345715997603354
doc_9e6379543f294d71,3,interviewer_heuristic,68,1760,0.6617647058823529,0.21090473337327742
doc_9ed820073ce06c76,1,participant_or_unknown,4,317,0.75,0.018131899559572156
doc_9ed820073ce06c76,2,interviewer_heuristic,151,2584,0.8344370860927153,0.1478007207001087
doc_9ed820073ce06c76,3,interviewer_heuristic,58,2609,0.5172413793103449,0.14923068123319796
doc_9ed820073ce06c76,4,interviewer_heuristic,97,3834,0.5463917525773195,0.21929874735457303
doc_9ed820073ce06c76,5,interviewer_heuristic,72,2101,0.5277777777777778,0.12017388320082366
doc_9ed820073ce06c76,6,interviewer_heuristic,92,3264,0.4891304347826087,0.1866956472001373
doc_9ed820073ce06c76,7,participant_or_unknown,34,1373,0.4117647058823529,0.07853343247726363
doc_9ed820073ce06c76,8,interviewer_heuristic,46,1401,0.5217391304347826,0.08013498827432362
doc_a0527957f9693152,1,interviewer_heuristic,52,1052,0.5961538461538461,0.18978892296590294
doc_a0527957f9693152,2,interviewer_heuristic,62,2949,0.6612903225806451,0.5320223705574598
doc_a0527957f9693152,3,interviewer_heuristic,33,1542,0.6363636363636364,0.2781887064766372
doc_a0b281c2785ae1ed,1,interviewer_heuristic,212,4184,0.8584905660377359,0.2655327790823126
doc_a0b281c2785ae1ed,2,interviewer_heuristic,66,3113,0.5909090909090909,0.19756298787840326
doc_a0b281c2785ae1ed,3,participant_or_unknown,45,1177,0.4444444444444444,0.07469696008123373
doc_a0b281c2785ae1ed,4,interviewer_heuristic,75,3449,0.5866666666666667,0.21888684394237481
doc_a0b281c2785ae1ed,5,interviewer_heuristic,50,2174,0.52,0.1379704258424827
doc_a0b281c2785ae1ed,6,interviewer_heuristic,53,1368,0.4528301886792453,0.08681855683188425
doc_a0b281c2785ae1ed,7,interviewer_heuristic,7,292,0.7142857142857143,0.018531446341308624
doc_a11e5233b2bda4e2,1,participant_or_unknown,3,313,1.0,0.02165041156533167
doc_a11e5233b2bda4e2,2,interviewer_heuristic,152,2940,0.8421052631578947,0.2033616932973646
doc_a11e5233b2bda4e2,3,interviewer_heuristic,73,2919,0.7671232876712328,0.201909109773812
doc_a11e5233b2bda4e2,4,interviewer_heuristic,81,2426,0.49382716049382713,0.16780798229231514
doc_a11e5233b2bda4e2,5,interviewer_heuristic,88,1902,0.48863636363636365,0.13156256484747872
doc_a11e5233b2bda4e2,6,interviewer_heuristic,75,3957,0.7333333333333333,0.2737082382236979
doc_a14aed810abe7b9b,1,interviewer_heuristic,63,4107,0.7936507936507936,0.5526103336921421
doc_a14aed810abe7b9b,2,interviewer_heuristic,50,894,0.64,0.12029063509149623
doc_a14aed810abe7b9b,3,interviewer_heuristic,61,2431,0.7540983606557377,0.3270990312163617
doc_a1d2b9d6eaf7c8a9,1,interviewer_heuristic,308,5608,0.8896103896103896,0.3171228228907487
doc_a1d2b9d6eaf7c8a9,2,interviewer_heuristic,96,2654,0.5,0.1500791676091382
doc_a1d2b9d6eaf7c8a9,3,interviewer_heuristic,97,4329,0.5154639175257731,0.24479755711377515
doc_a1d2b9d6eaf7c8a9,4,participant_or_unknown,77,1800,0.4155844155844156,0.10178692603483375
doc_a1d2b9d6eaf7c8a9,5,interviewer_heuristic,21,399,0.6666666666666666,0.022562768604388148
doc_a1d2b9d6eaf7c8a9,6,interviewer_heuristic,98,2894,0.5,0.16365075774711604
doc_a57807230362f233,1,interviewer_heuristic,177,5128,0.8361581920903954,0.4046078586081742
doc_a57807230362f233,2,interviewer_heuristic,59,2447,0.6779661016949152,0.19307243175003946
doc_a57807230362f233,3,interviewer_heuristic,46,1991,0.7608695652173914,0.15709326179580244
doc_a57807230362f233,4,interviewer_heuristic,36,1339,0.6666666666666666,0.10564936089632318
doc_a57807230362f233,5,participant_or_unknown,47,1537,0.40425531914893614,0.12127189521855768
doc_a57807230362f233,6,participant_or_unknown,12,232,0.25,0.018305191731103045
doc_a966111a7b9eb0a6,1,interviewer_heuristic,63,3265,0.6825396825396826,0.5858603983491836
doc_a966111a7b9eb0a6,2,interviewer_heuristic,52,1312,0.8269230769230769,0.2354207787547102
doc_a966111a7b9eb0a6,3,participant_or_unknown,2,63,1.0,0.011304503857886236
doc_a966111a7b9eb0a6,4,interviewer_heuristic,20,725,0.8,0.13009151265027813
doc_a966111a7b9eb0a6,5,interviewer_heuristic,9,208,0.8888888888888888,0.03732280638794186
doc_a998bd9e2abe8bd5,1,interviewer_heuristic,1,3,1.0,0.02564102564102564
doc_a998bd9e2abe8bd5,2,participant_or_unknown,4,99,0.75,0.8461538461538461
doc_a998bd9e2abe8bd5,3,participant_or_unknown,1,15,1.0,0.1282051282051282
doc_a9a088e94903df4b,1,interviewer_heuristic,135,3088,0.6370370370370371,0.3150377473984901
doc_a9a088e94903df4b,2,interviewer_heuristic,159,5730,0.6226415094339622,0.584574576617017
doc_a9a088e94903df4b,3,interviewer_heuristic,35,984,0.8571428571428571,0.10038767598449296
doc_aac2e8123c96e254,1,interviewer_heuristic,291,6019,0.6391752577319587,0.46289317849726985
doc_aac2e8123c96e254,2,participant_or_unknown,98,1741,0.3877551020408163,0.13389217872798584
doc_aac2e8123c96e254,3,participant_or_unknown,74,1167,0.3108108108108108,0.08974851957240637
doc_aac2e8123c96e254,4,interviewer_heuristic,73,1342,0.5205479452054794,0.10320695224179036
doc_aac2e8123c96e254,5,interviewer_heuristic,67,1336,0.4626865671641791,0.10274552026455433
doc_aac2e8123c96e254,6,interviewer_heuristic,43,1167,0.5581395348837209,0.08974851957240637
doc_aac2e8123c96e254,7,interviewer_heuristic,8,231,0.5,0.017765131123586863
doc_ab0b946958f4f005,1,interviewer_heuristic,42,2741,0.6190476190476191,0.3638656577724678
doc_ab0b946958f4f005,2,interviewer_heuristic,58,4073,0.7758620689655172,0.540687641046064
doc_ab0b946958f4f005,3,interviewer_heuristic,32,719,0.65625,0.09544670118146821
doc_ac743f4f09e1e58c,1,interviewer_heuristic,417,6458,0.6618705035971223,0.4541490857946554
doc_ac743f4f09e1e58c,2,interviewer_heuristic,212,2410,0.4716981132075472,0.16947960618846694
doc_ac743f4f09e1e58c,3,participant_or_unknown,181,1818,0.43646408839779005,0.12784810126582277
doc_ac743f4f09e1e58c,4,participant_or_unknown,103,866,0.4077669902912621,0.06090014064697609
doc_ac743f4f09e1e58c,5,participant_or_unknown,133,1347,0.39849624060150374,0.09472573839662447
doc_ac743f4f09e1e58c,6,participant_or_unknown,96,1321,0.3854166666666667,0.09289732770745429
doc_ace5895fe185da65,1,interviewer_heuristic,225,3978,0.8222222222222222,0.22187517429862236
doc_ace5895fe185da65,2,interviewer_heuristic,66,2380,0.5303030303030303,0.13274583077695354
doc_ace5895fe185da65,3,participant_or_unknown,31,585,0.3225806451612903,0.03262870210273858
doc_ace5895fe185da65,4,interviewer_heuristic,75,4153,0.6533333333333333,0.23163589714986893
doc_ace5895fe185da65,5,interviewer_heuristic,95,4118,0.7263157894736842,0.22968375257961962
doc_ace5895fe185da65,6,interviewer_heuristic,45,2171,0.6666666666666666,0.12108873891460761
doc_ace5895fe185da65,7,participant_or_unknown,16,544,0.375,0.03034190417758938
doc_b53730e47cc798ef,1,interviewer_heuristic,51,2393,0.6470588235294118,0.12435690900587226
doc_b53730e47cc798ef,2,interviewer_heuristic,94,4164,0.7340425531914894,0.21639037572104142
doc_b53730e47cc798ef,3,participant_or_unknown,3,313,1.0,0.0162656550433924
doc_b53730e47cc798ef,4,interviewer_heuristic,171,3585,0.8888888888888888,0.1863015122382165
doc_b53730e47cc798ef,5,interviewer_heuristic,38,1236,0.6578947368421053,0.06423114898924284
doc_b53730e47cc798ef,6,interviewer_heuristic,27,1030,0.8148148148148148,0.053525957491035704
doc_b53730e47cc798ef,7,interviewer_heuristic,54,3093,0.7222222222222222,0.16073377332016836
doc_b53730e47cc798ef,8,interviewer_heuristic,7,218,0.5714285714285714,0.011328794886452217
doc_b53730e47cc798ef,9,interviewer_heuristic,48,3211,0.6875,0.16686587330457828
doc_b5d06e16e286306b,1,interviewer_heuristic,45,1600,0.4888888888888889,0.18583042973286876
doc_b5d06e16e286306b,2,interviewer_heuristic,51,3381,0.803921568627451,0.3926829268292683
doc_b5d06e16e286306b,3,interviewer_heuristic,58,1422,0.6896551724137931,0.1651567944250871
doc_b5d06e16e286306b,4,interviewer_heuristic,40,2207,0.525,0.25632984901277583
doc_b6665005023d6217,1,interviewer_heuristic,311,6020,0.6270096463022508,0.4143437263404226
doc_b6665005023d6217,2,participant_or_unknown,118,1675,0.4152542372881356,0.11528666804322389
doc_b6665005023d6217,3,interviewer_heuristic,38,772,0.5789473684210527,0.05313510909216051
doc_b6665005023d6217,4,interviewer_heuristic,56,1211,0.5,0.08335054029871292
doc_b6665005023d6217,5,participant_or_unknown,207,1406,0.3140096618357488,0.09677197329478973
doc_b6665005023d6217,6,interviewer_heuristic,72,1696,0.5138888888888888,0.11673205313510909
doc_b6665005023d6217,7,interviewer_heuristic,67,1566,0.6268656716417911,0.10778443113772455
doc_b6665005023d6217,8,participant_or_unknown,7,183,0.2857142857142857,0.0125954986578567
doc_b6fd5d628bb2710e,1,interviewer_heuristic,477,7465,0.6310272536687631,0.4310792862505053
doc_b6fd5d628bb2710e,2,participant_or_unknown,377,4879,0.44562334217506633,0.28174626089969396
doc_b6fd5d628bb2710e,3,interviewer_heuristic,128,1258,0.46875,0.07264537737483398
doc_b6fd5d628bb2710e,4,participant_or_unknown,249,2953,0.3373493975903614,0.17052607264537736
doc_b6fd5d628bb2710e,5,participant_or_unknown,80,762,0.2625,0.04400300282958942
doc_b71f944ee9bec4b0,1,interviewer_heuristic,151,2782,0.8079470198675497,0.2284072249589491
doc_b71f944ee9bec4b0,2,interviewer_heuristic,69,3098,0.6956521739130435,0.2543513957307061
doc_b71f944ee9bec4b0,3,interviewer_heuristic,46,1103,0.5217391304347826,0.09055829228243022
doc_b71f944ee9bec4b0,4,interviewer_heuristic,23,1140,0.782608695652174,0.09359605911330049
doc_b71f944ee9bec4b0,5,interviewer_heuristic,70,3086,0.5571428571428572,0.25336617405582923
doc_b71f944ee9bec4b0,6,interviewer_heuristic,20,971,0.65,0.0797208538587849
doc_b99597afcc8d7201,1,interviewer_heuristic,92,1916,0.4673913043478261,0.48715992880752607
doc_b99597afcc8d7201,2,interviewer_heuristic,30,558,0.6333333333333333,0.14187643020594964
doc_b99597afcc8d7201,3,interviewer_heuristic,5,127,0.6,0.03229087210780575
doc_b99597afcc8d7201,4,interviewer_heuristic,84,1332,0.7619047619047619,0.33867276887871856
doc_bb533aa1ff54f550,1,interviewer_heuristic,65,3694,0.7538461538461538,0.46866277594519157
doc_bb533aa1ff54f550,2,interviewer_heuristic,31,649,0.6129032258064516,0.0823395077391525
doc_bb533aa1ff54f550,3,interviewer_heuristic,60,3539,0.6333333333333333,0.44899771631565594
doc_bc29e08f3450ea98,1,interviewer_heuristic,197,4531,0.8477157360406091,0.23212090163934426
doc_bc29e08f3450ea98,2,interviewer_heuristic,46,2167,0.6086956521739131,0.11101434426229508
doc_bc29e08f3450ea98,3,interviewer_heuristic,53,2528,0.5094339622641509,0.12950819672131147
doc_bc29e08f3450ea98,4,interviewer_heuristic,62,4459,0.7903225806451613,0.22843237704918032
doc_bc29e08f3450ea98,5,interviewer_heuristic,69,3626,0.6231884057971014,0.18575819672131147
doc_bc29e08f3450ea98,6,interviewer_heuristic,57,2209,0.47368421052631576,0.11316598360655737
doc_bd7e79d2d8b662f0,1,interviewer_heuristic,409,6507,0.6625916870415648,0.4608356940509915
doc_bd7e79d2d8b662f0,2,participant_or_unknown,226,3285,0.42035398230088494,0.2326487252124646
doc_bd7e79d2d8b662f0,3,participant_or_unknown,176,1725,0.30113636363636365,0.1221671388101983
doc_bd7e79d2d8b662f0,4,participant_or_unknown,157,1485,0.3057324840764331,0.1051699716713881
doc_bd7e79d2d8b662f0,5,participant_or_unknown,119,1118,0.2857142857142857,0.0791784702549575
doc_c1b714ce1513e838,1,participant_or_unknown,124,1611,0.4274193548387097,0.11376315231975143
