n_docs_rows,n_docs_ids,n_docs_empty_text,n_old_chunks_rows,n_old_chunks_doc_ids,docs_duplicated_doc_id,old_chunks_doc_ids_not_in_docs,docs_doc_ids_not_in_old_chunks
155,155,0,12041,155,0,0,0
