doc_id,n_words_analysis,projeto,pais,marca_foco,publico,tipo_sessao,canal_origem,idioma_original,persona_nome_auto,mot__preco_valor_promocao_hits,mot__preco_valor_promocao_per_1k,mot__eficacia_resultado_prova_hits,mot__eficacia_resultado_prova_per_1k,mot__sensorial_experiencia_hits,mot__sensorial_experiencia_per_1k,mot__marca_confianca_memoria_hits,mot__marca_confianca_memoria_per_1k,mot__natural_sustentavel_ingredientes_hits,mot__natural_sustentavel_ingredientes_per_1k,mot__presente_status_estetica_hits,mot__presente_status_estetica_per_1k,mot__canal_conveniencia_consultora_hits,mot__canal_conveniencia_consultora_per_1k,mot__indicacao_social_familiar_hits,mot__indicacao_social_familiar_per_1k,bar__preco_alto_sem_valor_hits,bar__preco_alto_sem_valor_per_1k,bar__duvida_eficacia_claim_hits,bar__duvida_eficacia_claim_per_1k,bar__sensorial_negativo_hits,bar__sensorial_negativo_per_1k,bar__canal_friccao_compra_hits,bar__canal_friccao_compra_per_1k,bar__marca_comparacao_desvantagem_hits,bar__marca_comparacao_desvantagem_per_1k,bar__sustentabilidade_ceticismo_hits,bar__sustentabilidade_ceticismo_per_1k,bar__indecisao_excesso_opcoes_hits,bar__indecisao_excesso_opcoes_per_1k,jtbd__presentear_e_demonstrar_cuidado_hits,jtbd__presentear_e_demonstrar_cuidado_per_1k,jtbd__autoestima_e_expressao_identidade_hits,jtbd__autoestima_e_expressao_identidade_per_1k,jtbd__praticidade_rotina_rapida_hits,jtbd__praticidade_rotina_rapida_per_1k,jtbd__eficacia_tratamento_resolver_problema_hits,jtbd__eficacia_tratamento_resolver_problema_per_1k,jtbd__cuidado_familiar_e_social_hits,jtbd__cuidado_familiar_e_social_per_1k,jtbd__economizar_sem_perder_qualidade_hits,jtbd__economizar_sem_perder_qualidade_per_1k,jtbd__experiencia_sensorial_prazer_ritual_hits,jtbd__experiencia_sensorial_prazer_ritual_per_1k,jtbd__pertencimento_recomendacao_comunidade_hits,jtbd__pertencimento_recomendacao_comunidade_per_1k,jtbd__compra_conveniente_e_acesso_hits,jtbd__compra_conveniente_e_acesso_per_1k,motivadores_total_per_1k,barreiras_total_per_1k,saldo_compra_rejeicao,intensidade_tensao,motivador_principal,barreira_principal,jtbd_principal
doc_31188a538d1b01b5,8516,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04,24,2.8182245185533112,13,1.5265382808830437,114,13.38656646312823,139,16.32221700328793,18,2.1136683889149834,103,12.094880225457961,137,16.087364960075153,23,2.7007984969469234,23,2.7007984969469234,1,0.11742602160638797,0,0.0,3,0.3522780648191639,0,0.0,0,0.0,19,2.2310944105213717,26,3.0530765617660873,2,0.23485204321277595,17,1.9962423673085956,2,0.23485204321277595,11,1.2916862376702678,18,2.1136683889149834,82,9.628933771723814,47,5.519023015500235,100,11.742602160638798,67.05025833724753,5.401596993893847,61.64866134335368,72.45185533114137,marca_confianca_memoria,preco_alto_sem_valor,compra_conveniente_e_acesso
doc_7c1dc7dcc6ddc2d7,9467,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04,57,6.020914756522657,18,1.9013415020597866,69,7.288475757895848,207,21.865427273687548,30,3.1689025034329776,67,7.077215591000317,193,20.386606105418824,24,2.535122002746382,47,4.9646139220449985,2,0.21126016689553184,1,0.10563008344776592,10,1.0563008344776592,1,0.10563008344776592,0,0.0,18,1.9013415020597866,38,4.0139431710151054,2,0.21126016689553184,24,2.535122002746382,5,0.5281504172388296,22,2.3238618358508503,34,3.5914228372240413,57,6.020914756522657,77,8.133516425477977,170,17.957114186120208,70.24400549276433,8.344776592373506,61.899228900390824,78.58878208513784,marca_confianca_memoria,preco_alto_sem_valor,compra_conveniente_e_acesso
doc_e88651825b162294,10259,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04,36,3.509113948727946,7,0.6823277122526562,151,14.71878350716444,162,15.791012769275758,9,0.8772784871819865,79,7.700555609708549,112,10.9172433960425,27,2.63183546154596,77,7.505604834779218,1,0.09747538746466518,1,0.09747538746466518,2,0.19495077492933036,1,0.09747538746466518,0,0.0,20,1.9495077492933035,63,6.1409494102739055,1,0.09747538746466518,19,1.8520323618286383,2,0.19495077492933036,64,6.238424797738571,10,0.9747538746466518,131,12.769275757871137,53,5.166195535627254,112,10.9172433960425,56.8281508918998,9.942489521395846,46.88566137050395,66.77064041329565,marca_confianca_memoria,preco_alto_sem_valor,experiencia_sensorial_prazer_ritual
doc_a0527957f9693152,6024,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04,24,3.9840637450199203,7,1.1620185922974768,57,9.46215139442231,120,19.9203187250996,8,1.3280212483399734,12,1.9920318725099602,95,15.770252324037184,13,2.1580345285524567,7,1.1620185922974768,0,0.0,1,0.16600265604249667,4,0.6640106241699867,0,0.0,0,0.0,11,1.8260292164674634,5,0.8300132802124834,1,0.16600265604249667,3,0.49800796812749004,6,0.9960159362549801,10,1.6600265604249669,12,1.9920318725099602,37,6.142098273572377,23,3.818061088977424,94,15.604249667994688,55.776892430278885,3.818061088977424,51.95883134130146,59.59495351925631,marca_confianca_memoria,indecisao_excesso_opcoes,compra_conveniente_e_acesso
doc_fcc334ae6da3d7f2,7708,3cs_perfumes,nao_inferido,nao_inferido,nao_inferido,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04,22,2.8541774779449924,16,2.075765438505449,65,8.432797093928386,118,15.308770108977685,25,3.2433834976647637,40,5.1894135962636225,104,13.492475350285417,11,1.4270887389724962,43,5.578619615983394,1,0.12973533990659056,1,0.12973533990659056,3,0.38920601971977165,1,0.12973533990659056,0,0.0,11,1.4270887389724962,17,2.2055007784120395,0,0.0,5,0.6486766995329528,4,0.5189413596263622,24,3.113648157758173,17,2.2055007784120395,62,8.043591074208614,28,3.6325895173845355,107,13.88168137000519,52.02387130254281,7.784120394395432,44.23975090814738,59.80799169693824,marca_confianca_memoria,preco_alto_sem_valor,compra_conveniente_e_acesso
doc_362e84f5248b2753,347,3cs_perfumes,nao_inferido,nao_inferido,lideres,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04,0,0.0,0,0.0,0,0.0,0,0.0,1,2.881844380403458,0,0.0,9,25.936599423631122,0,0.0,0,0.0,2,5.763688760806916,0,0.0,4,11.527377521613833,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,5.763688760806916,0,0.0,0,0.0,0,0.0,0,0.0,6,17.29106628242075,28.81844380403458,17.29106628242075,11.527377521613829,46.10951008645533,canal_conveniencia_consultora,canal_friccao_compra,compra_conveniente_e_acesso
doc_ca13ed7a8ce3eb34,14693,3cs_perfumes,nao_inferido,nao_inferido,lideres,entrevista_em_profundidade,m4a,pt,sem_persona_rodar_notebook_04,44,2.9946232900020417,29,1.9737289865922547,94,6.397604301367998,192,13.067447083645273,16,1.0889539236371062,31,2.1098482270468932,145,9.868644932961274,41,2.7904444293200843,22,1.4973116450010209,6,0.4083577213639148,3,0.2041788606819574,6,0.4083577213639148,3,0.2041788606819574,0,0.0,24,1.6334308854556592,9,0.6125365820458721,0,0.0,13,0.8847750629551487,10,0.6805962022731913,95,6.4656639215953176,30,2.041788606819574,88,5.9892465800040835,124,8.439392908187573,135,9.188048730688083,40.29129517457292,4.355815694548425,35.9354794800245,44.64711086912135,marca_confianca_memoria,indecisao_excesso_opcoes,compra_conveniente_e_acesso
doc_2f47184626ff09c1,16590,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04,2,0.12055455093429777,81,4.882459312839059,45,2.7124773960216997,124,7.4743821579264615,118,7.112718505123569,239,14.406268836648584,25,1.506931886678722,12,0.7233273056057866,61,3.676913803496082,5,0.3013863773357444,12,0.7233273056057866,2,0.12055455093429777,11,0.6630500301386377,2,0.12055455093429777,71,4.279686558167571,5,0.3013863773357444,10,0.6027727546714888,15,0.9041591320072333,9,0.5424954792043399,29,1.7480409885473176,0,0.0,56,3.3755274261603376,0,0.0,4,0.24110910186859555,38.93911995177818,9.885473176612416,29.053646775165767,48.824593128390596,presente_status_estetica,indecisao_excesso_opcoes,experiencia_sensorial_prazer_ritual
doc_d7948b6302ad2fee,17894,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04,15,0.8382698111098692,41,2.2912708170336424,24,1.3412316977757908,174,9.723929808874484,156,8.71800603554264,215,12.015200625908125,48,2.6824633955515815,14,0.782385157035878,61,3.408963898513468,4,0.22353861629596514,11,0.6147311948139041,0,0.0,7,0.391192578517939,2,0.11176930814798257,76,4.2472337096233375,5,0.2794232703699564,8,0.4470772325919303,28,1.564770314071756,20,1.1176930814798256,29,1.6206549681457472,8,0.4470772325919303,42,2.3471554711076337,0,0.0,18,1.0059237733318431,38.392757348832006,8.997429305912597,29.39532804291941,47.3901866547446,presente_status_estetica,indecisao_excesso_opcoes,experiencia_sensorial_prazer_ritual
doc_ac743f4f09e1e58c,18029,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04,24,1.3311886405236009,61,3.383437794664152,51,2.8287758611126517,103,5.713017915580454,101,5.602085528870154,188,10.427644350768206,52,2.884242054467802,27,1.497587220589051,71,3.9380997282156525,4,0.22186477342060015,13,0.7210605136169504,6,0.3327971601309002,5,0.2773309667757502,2,0.11093238671030008,50,2.773309667757502,17,0.9429252870375506,7,0.38826335348605023,41,2.2741139275611513,19,1.0538576737478507,32,1.7749181873648012,5,0.2773309667757502,58,3.217039214598702,1,0.05546619335515004,21,1.1647900604581507,33.66797936657608,8.375395196627656,25.29258416994842,42.043374563203734,presente_status_estetica,preco_alto_sem_valor,experiencia_sensorial_prazer_ritual
doc_bd7e79d2d8b662f0,17709,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04,14,0.7905584730927777,51,2.8798915805522616,32,1.8069907956406348,134,7.566773956745158,122,6.889152408379919,189,10.672539386752499,35,1.9763961827319443,30,1.694053870913095,87,4.912756225647976,8,0.4517476989101587,9,0.5082161612739285,2,0.11293692472753968,1,0.05646846236376984,1,0.05646846236376984,94,5.308035462194365,9,0.5082161612739285,5,0.28234231181884917,61,3.4445762041899597,18,1.016432322547857,27,1.5246484838217855,3,0.1694053870913095,35,1.9763961827319443,12,0.677621548365238,10,0.5646846236376983,34.27635665480829,11.406629397481506,22.869727257326783,45.68298605228979,presente_status_estetica,indecisao_excesso_opcoes,praticidade_rotina_rapida
doc_295321b3ea85e862,13992,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04,7,0.5002858776443682,46,3.2875929102344195,15,1.072041166380789,125,8.933676386506574,161,11.506575185820468,182,13.007432818753573,46,3.2875929102344195,14,1.0005717552887363,36,2.5728987993138936,8,0.5717552887364208,2,0.1429388221841052,1,0.0714694110920526,5,0.357347055460263,1,0.0714694110920526,26,1.8582046883933676,0,0.0,7,0.5002858776443682,28,2.0011435105774726,16,1.1435105774728416,35,2.5014293882218412,1,0.0714694110920526,12,0.8576329331046312,0,0.0,13,0.9291023441966838,42.59576901086334,5.646083476272155,36.94968553459119,48.241852487135496,presente_status_estetica,preco_alto_sem_valor,cuidado_familiar_e_social
doc_b6fd5d628bb2710e,21796,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04,24,1.1011194714626538,48,2.2022389429253075,57,2.6151587447238027,116,5.322077445402826,141,6.469076894843091,185,8.487795925857956,50,2.2939988988805284,37,1.6975591851715912,121,5.551477335290879,6,0.27527986786566344,14,0.642319691686548,2,0.09175995595522114,4,0.18351991191044228,3,0.13763993393283172,89,4.083318040007341,10,0.4587997797761057,10,0.4587997797761057,45,2.0645990089924755,29,1.3305193613507065,53,2.4316388328133605,20,0.9175995595522114,88,4.0374380620297305,6,0.27527986786566344,9,0.41291980179849513,30.189025509267758,10.965314736648926,19.22371077261883,41.154340245916686,presente_status_estetica,preco_alto_sem_valor,experiencia_sensorial_prazer_ritual
doc_74ca043fafaaea8d,14428,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04,25,1.7327418907679513,53,3.6734128084280564,26,1.8020515663986691,96,6.653728860548933,106,7.346825616856113,219,15.178818963127252,39,2.703077349598004,12,0.8317161075686166,52,3.6041031327973383,3,0.20792902689215415,12,0.8317161075686166,5,0.34654837815359024,3,0.20792902689215415,2,0.1386193512614361,41,2.84169670085944,2,0.1386193512614361,8,0.5544774050457444,32,2.2179096201829775,25,1.7327418907679513,21,1.455503188245079,0,0.0,35,2.425838647075132,16,1.1089548100914888,18,1.2475741613529248,39.92237316329359,8.178541724424731,31.74383143886886,48.100914887718325,presente_status_estetica,preco_alto_sem_valor,experiencia_sensorial_prazer_ritual
doc_2ea20bb0263aff60,16131,anima,nao_inferido,nao_inferido,nao_inferido,nao_inferido,pdf,pt,sem_persona_rodar_notebook_04,8,0.49593949538156346,36,2.2317277292170354,21,1.3018411753766042,99,6.137251255346848,63,3.9055235261298122,208,12.89442687992065,60,3.719546215361726,16,0.9918789907631269,90,5.579319323042589,4,0.24796974769078173,4,0.24796974769078173,8,0.49593949538156346,2,0.12398487384539086,0,0.0,78,4.835410079970243,16,0.9918789907631269,14,0.867894116917736,64,3.9675159630525076,18,1.1158638646085177,17,1.0538714276858223,3,0.1859773107680863,37,2.293720166139731,12,0.7439092430723452,17,1.0538714276858223,31.67813526749736,11.530593267621349,20.14754199987601,43.20872853511871,presente_status_estetica,preco_alto_sem_valor,praticidade_rotina_rapida
doc_bc29e08f3450ea98,21080,radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04,1,0.04743833017077799,207,9.819734345351044,134,6.35673624288425,147,6.9734345351043645,6,0.2846299810246679,73,3.462998102466793,33,1.5654648956356736,72,3.415559772296015,14,0.6641366223908919,7,0.33206831119544594,13,0.6166982922201139,15,0.7115749525616698,1,0.04743833017077799,0,0.0,78,3.700189753320683,4,0.18975332068311196,90,4.269449715370019,61,2.893738140417457,92,4.364326375711575,65,3.0834914611005693,11,0.5218216318785579,151,7.163187855787476,30,1.4231499051233396,27,1.2808349146110056,31.925996204933586,6.072106261859583,25.853889943074,37.99810246679317,eficacia_resultado_prova,indecisao_excesso_opcoes,experiencia_sensorial_prazer_ritual
doc_a1d2b9d6eaf7c8a9,20023,radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04,5,0.249712830245218,204,10.188283474004894,144,7.191729511062278,222,11.087249662887679,14,0.6991959246866104,46,2.2973580382560055,58,2.8966688308445288,49,2.4471857364031364,22,1.0987364530789592,9,0.4494830944413924,21,1.0487938870299156,2,0.0998851320980872,4,0.1997702641961744,1,0.0499425660490436,20,0.998851320980872,3,0.1498276981471308,67,3.346151925285921,95,4.744543774659142,107,5.343854567247665,53,2.6469560005993107,6,0.2996553962942616,148,7.391499775258453,6,0.2996553962942616,14,0.6991959246866104,37.05738400839034,3.9454627178744444,33.1119212905159,41.002846726264785,marca_confianca_memoria,preco_alto_sem_valor,experiencia_sensorial_prazer_ritual
doc_c3440e03873d8788,19502,radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04,31,1.5895805558404266,349,17.895600451235772,91,4.666188083273511,203,10.4091888011486,58,2.9740539431853144,58,2.9740539431853144,44,2.256178853450928,68,3.4868218644241615,31,1.5895805558404266,6,0.3076607527433084,38,1.9485181007076198,1,0.05127679212388473,2,0.10255358424776946,0,0.0,20,1.0255358424776946,0,0.0,67,3.4355450723002767,97,4.973848836016819,122,6.255768639113937,75,3.8457594092913547,9,0.4614911291149626,100,5.127679212388473,12,0.6153215054866168,23,1.1793662188493488,46.25166649574403,5.025125628140704,41.226540867603326,51.27679212388474,eficacia_resultado_prova,sensorial_negativo,eficacia_tratamento_resolver_problema
doc_ecbea0911b71e6fa,16574,radiosa,nao_inferido,nao_inferido,nao_inferido,nao_inferido,m4a,pt,sem_persona_rodar_notebook_04,8,0.4826837214914927,249,15.02353083142271,118,7.1195848919995175,204,12.308434898033063,23,1.3877156992880415,36,2.172076746711717,42,2.5340895378303365,47,2.8357668637625197,19,1.1463738385422952,9,0.5430191866779293,19,1.1463738385422952,1,0.060335465186436586,0,0.0,0,0.0,44,2.65476046820321,0,0.0,60,3.620127911186195,50,3.0167732593218295,108,6.516230240135151,30,1.8100639555930975,1,0.060335465186436586,131,7.903945939423193,2,0.12067093037287317,40,2.4134186074574635,43.863883190539404,5.550862797152167,38.313020393387234,49.414745987691575,eficacia_resultado_prova,indecisao_excesso_opcoes,experiencia_sensorial_prazer_ritual
