quadrante_tensao,n_entrevistas,motivadores_medios,barreiras_medias,saldo_medio,share_%
alta_motivacao_baixa_barreira,43,54.129339931211824,4.6638541054135105,49.46548582579832,27.741935483870968
baixa_motivacao_alta_barreira,43,36.28509790119649,8.3705262574512,27.914571643745287,27.741935483870968
alta_motivacao_alta_barreira,35,57.549649316641194,8.711022412113818,48.83862690452737,22.580645161290324
baixa_motivacao_baixa_barreira,34,33.3365904572587,4.6292819219767445,28.707308535281953,21.93548387096774
