jtbd_principal,n_entrevistas,motivacao_media,barreira_media,saldo_medio,share_%
compra_conveniente_e_acesso,47,51.373661164508555,6.613178586286939,44.76048257822162,30.322580645161292
experiencia_sensorial_prazer_ritual,37,38.8565499504881,7.029665219124499,31.826884731363602,23.870967741935484
presentear_e_demonstrar_cuidado,30,53.737981893883585,6.623023067238057,47.11495882664553,19.35483870967742
eficacia_tratamento_resolver_problema,17,37.585946276475404,5.678082998543886,31.907863277931515,10.96774193548387
cuidado_familiar_e_social,13,37.71427968116747,6.1190847226447636,31.595194958522704,8.387096774193548
praticidade_rotina_rapida,6,42.543870941826704,7.652517453725106,34.8913534881016,3.870967741935484
pertencimento_recomendacao_comunidade,5,37.31976010002125,6.232281920432499,31.08747817958875,3.225806451612903
