persona_nome_auto,compra_conveniente_e_acesso,cuidado_familiar_e_social,eficacia_tratamento_resolver_problema,experiencia_sensorial_prazer_ritual,pertencimento_recomendacao_comunidade,praticidade_rotina_rapida,presentear_e_demonstrar_cuidado
sem_persona_rodar_notebook_04,30.32258064516129,8.38709677419355,10.967741935483872,23.870967741935484,3.225806451612903,3.870967741935484,19.35483870967742
